makat,day_period,East_JLM_lines,service_types,Directness_measurements,Settlements_lines,West_metropolin_lines,InJerusalem_lines,percent_problematic_trips,number_of_complaints,passengersnumber_thousands,socioeco_2019
24170-1-#,1,0,3,0.79,1,0,0,,,0.024,6.0
24170-1-#,3,0,3,0.79,1,0,0,,,0.024,6.0
15019-1-ד,2,0,3,0.71,0,0,1,0.0,1.0,0.991,2.0
15019-1-ד,1,0,3,0.71,0,0,1,0.0,1.0,0.991,2.0
15019-1-ד,3,0,3,0.71,0,0,1,,,0.991,2.0
13042-1-#,2,0,3,0.65,0,0,1,0.0,2.0,3.526,2.0
13042-1-#,1,0,3,0.65,0,0,1,0.0,11.0,3.526,2.0
13042-1-#,3,0,3,0.65,0,0,1,0.0,3.0,3.526,2.0
16096-1-ב,2,0,3,0.61,0,0,1,0.0,1.0,0.434,2.0
16096-1-ב,1,0,3,0.61,0,0,1,,,0.434,2.0
16096-1-ב,3,0,3,0.61,0,0,1,,,0.434,2.0
12900-2-#,2,0,3,0.51,0,0,1,,,0.189,2.0
12900-2-#,1,0,3,0.51,0,0,1,0.0,1.0,0.189,2.0
12900-2-#,3,0,3,0.51,0,0,1,,,0.189,2.0
10753-1-9,2,0,3,0.35,0,0,1,0.0,,0.003,2.0
10753-1-9,1,0,3,0.35,0,0,1,,,0.003,2.0
10753-1-9,3,0,3,0.35,0,0,1,,,0.003,2.0
10763-1-9,2,0,3,0.88,0,0,1,0.0,,0.019,2.0
10763-1-9,1,0,3,0.88,0,0,1,,,0.019,2.0
10763-1-9,3,0,3,0.88,0,0,1,,,0.019,2.0
10814-2-#,2,0,3,0.5,0,0,1,,,0.087,2.0
10814-2-#,1,0,3,0.5,0,0,1,0.0,,0.087,2.0
10814-2-#,3,0,3,0.5,0,0,1,,,0.087,2.0
13362-2-4,2,0,2,0.58,1,0,0,,,0.006,5.05
13362-2-4,1,0,2,0.58,1,0,0,0.0,6.0,0.006,5.05
13362-2-4,3,0,2,0.58,1,0,0,,,0.006,5.05
12366-1-#,2,0,2,0.5,1,0,0,0.0,7.0,0.357,2.38
12366-1-#,1,0,2,0.5,1,0,0,0.0,8.0,0.357,2.38
12366-1-#,3,0,2,0.5,1,0,0,0.0,11.0,0.357,2.38
13362-1-#,2,0,2,0.7,1,0,0,7.69,34.0,1.004,2.58
13362-1-#,1,0,2,0.7,1,0,0,20.0,82.0,1.004,2.58
13362-1-#,3,0,2,0.7,1,0,0,16.67,45.0,1.004,2.58
14360-1-#,2,0,1,0.89,1,0,0,0.0,20.0,2.943,2.8
14360-1-#,1,0,1,0.89,1,0,0,2.73,140.0,2.943,2.8
14360-1-#,3,0,1,0.89,1,0,0,3.57,212.0,2.943,2.8
10267-1-#,2,0,2,0.59,1,0,0,,,0.061,2.21
10267-1-#,1,0,2,0.59,1,0,0,0.0,4.0,0.061,2.21
10267-1-#,3,0,2,0.59,1,0,0,,,0.061,2.21
10267-2-#,2,0,2,0.61,1,0,0,,,0.006,5.41
10267-2-#,1,0,2,0.61,1,0,0,0.0,,0.006,5.41
10267-2-#,3,0,2,0.61,1,0,0,,,0.006,5.41
11153-2-#,2,0,3,0.66,0,1,0,0.0,3.0,0.25,8.0
11153-2-#,1,0,3,0.66,0,1,0,,,0.25,8.0
11153-2-#,3,0,3,0.66,0,1,0,,,0.25,8.0
10104-2-#,2,0,3,0.49,0,1,0,,,0.006,7.09
10104-2-#,1,0,3,0.49,0,1,0,0.0,,0.006,7.09
10104-2-#,3,0,3,0.49,0,1,0,,,0.006,7.09
13121-1-#,2,0,3,0.58,1,0,0,,,0.143,4.76
13121-1-#,1,0,3,0.58,1,0,0,,,0.143,4.76
13121-1-#,3,0,3,0.58,1,0,0,0.0,15.0,0.143,4.76
12811-2-#,2,0,3,0.62,0,0,1,,,0.2,2.0
12811-2-#,1,0,3,0.62,0,0,1,0.0,1.0,0.2,2.0
12811-2-#,3,0,3,0.62,0,0,1,,,0.2,2.0
11971-1-#,2,0,3,0.42,0,0,1,0.0,1.0,0.151,2.0
11971-1-#,1,0,3,0.42,0,0,1,,,0.151,2.0
11971-1-#,3,0,3,0.42,0,0,1,,,0.151,2.0
11785-1-#,2,0,3,0.67,0,0,1,0.0,,0.389,2.0
11785-1-#,1,0,3,0.67,0,0,1,,,0.389,2.0
11785-1-#,3,0,3,0.67,0,0,1,,,0.389,2.0
10743-1-#,2,0,3,0.59,0,0,1,0.0,,0.131,2.0
10743-1-#,1,0,3,0.59,0,0,1,,,0.131,2.0
10743-1-#,3,0,3,0.59,0,0,1,,,0.131,2.0
11787-1-#,2,0,3,0.78,0,0,1,0.0,,0.339,2.0
11787-1-#,1,0,3,0.78,0,0,1,,,0.339,2.0
11787-1-#,3,0,3,0.78,0,0,1,,,0.339,2.0
11972-2-#,2,0,3,0.56,0,0,1,,,0.009,2.0
11972-2-#,1,0,3,0.56,0,0,1,0.0,1.0,0.009,2.0
11972-2-#,3,0,3,0.56,0,0,1,,,0.009,2.0
10792-1-#,2,0,3,0.42,0,0,1,0.0,,0.14,2.0
10792-1-#,1,0,3,0.42,0,0,1,,,0.14,2.0
10792-1-#,3,0,3,0.42,0,0,1,,,0.14,2.0
13361-1-#,2,0,2,0.67,1,0,0,0.0,14.0,0.735,2.59
13361-1-#,1,0,2,0.67,1,0,0,0.0,47.0,0.735,2.59
13361-1-#,3,0,2,0.67,1,0,0,37.5,32.0,0.735,2.59
13211-1-#,2,0,3,0.44,1,0,0,,,0.046,3.41
13211-1-#,1,0,3,0.44,1,0,0,0.0,,0.046,3.41
13211-1-#,3,0,3,0.44,1,0,0,,,0.046,3.41
13141-2-#,2,0,1,0.69,1,0,0,4.55,40.0,1.564,3.26
13141-2-#,1,0,1,0.69,1,0,0,0.0,13.0,1.564,3.26
13141-2-#,3,0,1,0.69,1,0,0,7.69,9.0,1.564,3.26
11142-1-#,2,0,2,0.56,1,0,0,9.52,6.0,3.647,2.46
11142-1-#,1,0,2,0.56,1,0,0,6.12,33.0,3.647,2.46
11142-1-#,3,0,2,0.56,1,0,0,12.0,22.0,3.647,2.46
15148-1-#,2,0,1,0.74,1,0,0,0.0,1.0,0.449,2.0
15148-1-#,1,0,1,0.74,1,0,0,0.0,6.0,0.449,2.0
15148-1-#,3,0,1,0.74,1,0,0,6.25,12.0,0.449,2.0
11140-1-#,2,0,1,0.66,1,0,0,0.0,47.0,3.61,2.33
11140-1-#,1,0,1,0.66,1,0,0,13.27,180.0,3.61,2.33
11140-1-#,3,0,1,0.66,1,0,0,21.21,150.0,3.61,2.33
13141-1-#,2,0,1,0.68,1,0,0,,,1.326,2.16
13141-1-#,1,0,1,0.68,1,0,0,2.56,42.0,1.326,2.16
13141-1-#,3,0,1,0.68,1,0,0,12.5,50.0,1.326,2.16
11264-2-#,2,0,2,0.44,1,0,0,,,0.011,3.55
11264-2-#,1,0,2,0.44,1,0,0,0.0,,0.011,3.55
11264-2-#,3,0,2,0.44,1,0,0,,,0.011,3.55
13270-1-#,2,0,2,0.57,1,0,0,,,0.052,2.0
13270-1-#,1,0,2,0.57,1,0,0,0.0,,0.052,2.0
13270-1-#,3,0,2,0.57,1,0,0,,,0.052,2.0
13361-2-#,2,0,2,0.62,1,0,0,0.0,17.0,0.764,5.47
13361-2-#,1,0,2,0.62,1,0,0,14.29,21.0,0.764,5.47
13361-2-#,3,0,2,0.62,1,0,0,50.0,22.0,0.764,5.47
12265-2-#,2,0,2,0.56,1,0,0,,,0.004,3.69
12265-2-#,1,0,2,0.56,1,0,0,0.0,,0.004,3.69
12265-2-#,3,0,2,0.56,1,0,0,,,0.004,3.69
12159-1-#,2,0,3,0.37,0,1,0,,,0.062,5.0
12159-1-#,1,0,3,0.37,0,1,0,,,0.062,5.0
12159-1-#,3,0,3,0.37,0,1,0,8.33,2.0,0.062,5.0
11132-1-1,2,0,3,0.75,1,0,0,,,0.308,2.4
11132-1-1,1,0,3,0.75,1,0,0,12.5,2.0,0.308,2.4
11132-1-1,3,0,3,0.75,1,0,0,12.5,1.0,0.308,2.4
11133-2-#,2,0,3,0.74,1,0,0,5.26,91.0,2.962,5.0
11133-2-#,1,0,3,0.74,1,0,0,5.13,79.0,2.962,5.0
11133-2-#,3,0,3,0.74,1,0,0,12.5,53.0,2.962,5.0
11156-1-1,2,0,3,0.37,0,1,0,,,0.53,3.96
11156-1-1,1,0,3,0.37,0,1,0,,,0.53,3.96
11156-1-1,3,0,3,0.37,0,1,0,15.62,13.0,0.53,3.96
12137-2-#,2,0,3,0.98,1,0,0,7.41,11.0,2.634,5.0
12137-2-#,1,0,3,0.98,1,0,0,9.33,8.0,2.634,5.0
12137-2-#,3,0,3,0.98,1,0,0,6.06,18.0,2.634,5.0
10130-1-#,2,0,3,0.82,1,0,0,8.33,,0.147,2.17
10130-1-#,1,0,3,0.82,1,0,0,0.0,,0.147,2.17
10130-1-#,3,0,3,0.82,1,0,0,,,0.147,2.17
11132-2-1,2,0,3,0.79,1,0,0,0.0,,0.135,5.0
11132-2-1,1,0,3,0.79,1,0,0,,,0.135,5.0
11132-2-1,3,0,3,0.79,1,0,0,25.0,1.0,0.135,5.0
10130-2-#,2,0,3,0.83,1,0,0,,,0.114,5.0
10130-2-#,1,0,3,0.83,1,0,0,0.0,,0.114,5.0
10130-2-#,3,0,3,0.83,1,0,0,25.0,,0.114,5.0
11156-2-#,2,0,3,0.58,0,1,0,0.0,2.0,0.089,8.0
11156-2-#,1,0,3,0.58,0,1,0,,,0.089,8.0
11156-2-#,3,0,3,0.58,0,1,0,,,0.089,8.0
10105-1-1,2,0,3,0.64,1,0,0,,,0.046,2.0
10105-1-1,1,0,3,0.64,1,0,0,0.0,,0.046,2.0
10105-1-1,3,0,3,0.64,1,0,0,,,0.046,2.0
10105-2-#,2,0,3,0.74,1,0,0,,,0.006,3.72
10105-2-#,1,0,3,0.74,1,0,0,0.0,2.0,0.006,3.72
10105-2-#,3,0,3,0.74,1,0,0,,,0.006,3.72
18129-1-#,2,0,3,0.56,1,0,0,,,0.375,5.09
18129-1-#,1,0,3,0.56,1,0,0,25.0,6.0,0.375,5.09
18129-1-#,3,0,3,0.56,1,0,0,25.0,4.0,0.375,5.09
11123-2-#,2,0,3,0.48,1,0,0,0.0,1.0,0.268,6.0
11123-2-#,1,0,3,0.48,1,0,0,,,0.268,6.0
11123-2-#,3,0,3,0.48,1,0,0,,,0.268,6.0
10120-1-#,2,0,3,0.51,1,0,0,,,0.136,4.27
10120-1-#,1,0,3,0.51,1,0,0,,,0.136,4.27
10120-1-#,3,0,3,0.51,1,0,0,0.0,1.0,0.136,4.27
10176-1-#,2,0,3,0.55,1,0,0,0.0,2.0,1.35,4.17
10176-1-#,1,0,3,0.55,1,0,0,3.39,11.0,1.35,4.17
10176-1-#,3,0,3,0.55,1,0,0,11.54,10.0,1.35,4.17
10177-2-#,2,0,3,0.42,1,0,0,6.67,3.0,2.718,6.0
10177-2-#,1,0,3,0.42,1,0,0,0.0,4.0,2.718,6.0
10177-2-#,3,0,3,0.42,1,0,0,12.5,1.0,2.718,6.0
11178-1-#,2,0,3,0.48,1,0,0,0.0,2.0,0.285,4.91
11178-1-#,1,0,3,0.48,1,0,0,0.0,2.0,0.285,4.91
11178-1-#,3,0,3,0.48,1,0,0,0.0,9.0,0.285,4.91
15166-1-#,2,0,3,0.63,1,0,0,5.88,3.0,3.686,3.43
15166-1-#,1,0,3,0.63,1,0,0,0.61,4.0,3.686,3.43
15166-1-#,3,0,3,0.63,1,0,0,12.31,8.0,3.686,3.43
11178-2-#,2,0,3,0.42,1,0,0,0.0,3.0,0.265,6.0
11178-2-#,1,0,3,0.42,1,0,0,,,0.265,6.0
11178-2-#,3,0,3,0.42,1,0,0,,,0.265,6.0
13211-2-א,2,0,3,0.41,1,0,0,,,0.023,5.74
13211-2-א,1,0,3,0.41,1,0,0,0.0,,0.023,5.74
13211-2-א,3,0,3,0.41,1,0,0,,,0.023,5.74
14144-1-#,2,0,1,0.57,1,0,0,0.0,3.0,1.482,2.0
14144-1-#,1,0,1,0.57,1,0,0,3.45,15.0,1.482,2.0
14144-1-#,3,0,1,0.57,1,0,0,6.25,23.0,1.482,2.0
11145-2-#,2,0,1,0.66,1,0,0,9.38,53.0,3.115,2.0
11145-2-#,1,0,1,0.66,1,0,0,9.38,35.0,3.115,2.0
11145-2-#,3,0,1,0.66,1,0,0,18.18,28.0,3.115,2.0
11140-2-#,2,0,1,0.67,1,0,0,12.5,43.0,3.511,3.38
11140-2-#,1,0,1,0.67,1,0,0,4.85,90.0,3.511,3.38
11140-2-#,3,0,1,0.67,1,0,0,18.92,59.0,3.511,3.38
11269-2-1,2,0,2,0.63,1,0,0,,,0.016,3.69
11269-2-1,1,0,2,0.63,1,0,0,0.0,,0.016,3.69
11269-2-1,3,0,2,0.63,1,0,0,,,0.016,3.69
13270-2-#,2,0,2,0.56,1,0,0,,,0.006,2.63
13270-2-#,1,0,2,0.56,1,0,0,0.0,1.0,0.006,2.63
13270-2-#,3,0,2,0.56,1,0,0,,,0.006,2.63
14360-2-4,2,0,1,0.82,1,0,0,,,0.069,7.0
14360-2-4,1,0,1,0.82,1,0,0,0.0,5.0,0.069,7.0
14360-2-4,3,0,1,0.82,1,0,0,,,0.069,7.0
12374-2-#,2,0,2,0.68,1,0,0,6.67,25.0,0.513,5.0
12374-2-#,1,0,2,0.68,1,0,0,5.0,15.0,0.513,5.0
12374-2-#,3,0,2,0.68,1,0,0,37.5,11.0,0.513,5.0
12265-1-#,2,0,2,0.53,1,0,0,,,0.026,2.0
12265-1-#,1,0,2,0.53,1,0,0,0.0,1.0,0.026,2.0
12265-1-#,3,0,2,0.53,1,0,0,,,0.026,2.0
18074-1-0,2,0,3,0.56,0,0,1,0.0,9.0,34.652,2.03
18074-1-0,1,0,3,0.56,0,0,1,1.89,23.0,34.652,2.03
18074-1-0,3,0,3,0.56,0,0,1,7.58,20.0,34.652,2.03
21078-2-1,2,0,3,0.5,0,0,1,0.0,,2.232,2.0
21078-2-1,1,0,3,0.5,0,0,1,4.35,,2.232,2.0
21078-2-1,3,0,3,0.5,0,0,1,0.0,2.0,2.232,2.0
15031-1-0,2,0,3,0.66,0,0,1,10.67,20.0,19.508,2.0
15031-1-0,1,0,3,0.66,0,0,1,7.58,20.0,19.508,2.0
15031-1-0,3,0,3,0.66,0,0,1,17.07,13.0,19.508,2.0
17071-1-0,2,0,3,0.73,0,0,1,2.67,34.0,36.967,2.0
17071-1-0,1,0,3,0.73,0,0,1,3.9,29.0,36.967,2.0
17071-1-0,3,0,3,0.73,0,0,1,14.46,17.0,36.967,2.0
19075-2-0,2,0,3,0.67,0,0,1,1.75,4.0,29.156,2.0
19075-2-0,1,0,3,0.67,0,0,1,6.3,16.0,29.156,2.0
19075-2-0,3,0,3,0.67,0,0,1,12.2,7.0,29.156,2.0
92002-3-0,2,0,3,0.91,0,0,1,3.08,2.0,6.353,2.0
92002-3-0,1,0,3,0.91,0,0,1,1.41,5.0,6.353,2.0
92002-3-0,3,0,3,0.91,0,0,1,7.5,3.0,6.353,2.0
14506-1-0,2,0,3,0.69,0,0,1,6.25,35.0,3.482,2.0
14506-1-0,1,0,3,0.69,0,0,1,6.0,36.0,3.482,2.0
14506-1-0,3,0,3,0.69,0,0,1,2.08,38.0,3.482,2.0
12531-3-0,2,0,3,0.86,0,0,1,5.71,15.0,13.395,2.0
12531-3-0,1,0,3,0.86,0,0,1,3.77,21.0,13.395,2.0
12531-3-0,3,0,3,0.86,0,0,1,9.76,7.0,13.395,2.0
19075-1-0,2,0,3,0.68,0,0,1,2.74,13.0,26.964,2.04
19075-1-0,1,0,3,0.68,0,0,1,0.84,21.0,26.964,2.04
19075-1-0,3,0,3,0.68,0,0,1,3.03,12.0,26.964,2.04
47091-1-0,2,0,3,0.42,0,0,1,8.96,18.0,11.228,2.0
47091-1-0,1,0,3,0.42,0,0,1,7.85,39.0,11.228,2.0
47091-1-0,3,0,3,0.42,0,0,1,17.07,20.0,11.228,2.0
10773-2-0,2,0,3,0.49,0,0,1,,,0.008,2.0
10773-2-0,1,0,3,0.49,0,0,1,0.0,,0.008,2.0
10773-2-0,3,0,3,0.49,0,0,1,0.0,,0.008,2.0
11882-1-0,2,0,3,0.87,0,0,1,0.0,,0.13,2.0
11882-1-0,1,0,3,0.87,0,0,1,,,0.13,2.0
11882-1-0,3,0,3,0.87,0,0,1,,,0.13,2.0
10804-1-0,2,0,3,0.38,0,0,1,0.0,,0.272,2.0
10804-1-0,1,0,3,0.38,0,0,1,,,0.272,2.0
10804-1-0,3,0,3,0.38,0,0,1,,,0.272,2.0
10746-1-0,2,0,3,0.92,0,0,1,0.0,,0.226,2.0
10746-1-0,1,0,3,0.92,0,0,1,,,0.226,2.0
10746-1-0,3,0,3,0.92,0,0,1,,,0.226,2.0
10749-1-0,2,0,3,0.45,0,0,1,0.0,,0.118,2.0
10749-1-0,1,0,3,0.45,0,0,1,,,0.118,2.0
10749-1-0,3,0,3,0.45,0,0,1,,,0.118,2.0
33090-3-0,2,0,3,0.51,0,0,1,5.71,9.0,5.761,2.0
33090-3-0,1,0,3,0.51,0,0,1,14.61,8.0,5.761,2.0
33090-3-0,3,0,3,0.51,0,0,1,34.15,2.0,5.761,2.0
20038-3-0,2,0,3,0.86,0,0,1,0.0,1.0,6.89,2.0
20038-3-0,1,0,3,0.86,0,0,1,1.15,1.0,6.89,2.0
20038-3-0,3,0,3,0.86,0,0,1,5.68,1.0,6.89,2.0
11823-1-0,2,0,3,0.58,0,0,1,0.0,,0.128,2.0
11823-1-0,1,0,3,0.58,0,0,1,,,0.128,2.0
11823-1-0,3,0,3,0.58,0,0,1,,,0.128,2.0
11844-2-0,2,0,3,0.64,0,0,1,,,0.283,2.0
11844-2-0,1,0,3,0.64,0,0,1,0.0,,0.283,2.0
11844-2-0,3,0,3,0.64,0,0,1,,,0.283,2.0
11825-2-0,2,0,3,0.57,0,0,1,,,0.186,2.0
11825-2-0,1,0,3,0.57,0,0,1,0.0,1.0,0.186,2.0
11825-2-0,3,0,3,0.57,0,0,1,,,0.186,2.0
10746-2-0,2,0,3,1.0,0,0,1,,,0.169,2.0
10746-2-0,1,0,3,1.0,0,0,1,20.0,,0.169,2.0
10746-2-0,3,0,3,1.0,0,0,1,,,0.169,2.0
16217-2-0,2,0,1,0.73,1,0,0,,,0.101,2.0
16217-2-0,1,0,1,0.73,1,0,0,0.0,4.0,0.101,2.0
16217-2-0,3,0,1,0.73,1,0,0,,,0.101,2.0
11224-1-#,2,0,1,0.71,1,0,0,,,0.025,1.0
11224-1-#,1,0,1,0.71,1,0,0,0.0,,0.025,1.0
11224-1-#,3,0,1,0.71,1,0,0,,,0.025,1.0
11225-1-#,2,0,1,0.65,1,0,0,3.45,20.0,3.177,1.02
11225-1-#,1,0,1,0.65,1,0,0,5.68,19.0,3.177,1.02
11225-1-#,3,0,1,0.65,1,0,0,9.09,19.0,3.177,1.02
12291-1-9,2,0,1,0.54,0,1,0,,,0.018,1.0
12291-1-9,1,0,1,0.54,0,1,0,0.0,,0.018,1.0
12291-1-9,3,0,1,0.54,0,1,0,,,0.018,1.0
12292-1-9,2,0,1,0.53,0,1,0,,,0.126,1.02
12292-1-9,1,0,1,0.53,0,1,0,0.0,2.0,0.126,1.02
12292-1-9,3,0,1,0.53,0,1,0,,,0.126,1.02
13290-1-9,2,0,1,0.49,0,1,0,,,0.088,1.0
13290-1-9,1,0,1,0.49,0,1,0,0.0,3.0,0.088,1.0
13290-1-9,3,0,1,0.49,0,1,0,,,0.088,1.0
12242-2-#,2,0,1,0.7,1,0,0,,,0.093,2.0
12242-2-#,1,0,1,0.7,1,0,0,12.5,8.0,0.093,2.0
12242-2-#,3,0,1,0.7,1,0,0,,,0.093,2.0
14226-2-#,2,0,1,0.66,1,0,0,0.0,5.0,3.989,1.99
14226-2-#,1,0,1,0.66,1,0,0,2.1,33.0,3.989,1.99
14226-2-#,3,0,1,0.66,1,0,0,0.0,23.0,3.989,1.99
12184-1-0,2,0,2,0.61,0,1,0,,,0.315,2.63
12184-1-0,1,0,2,0.61,0,1,0,0.0,9.0,0.315,2.63
12184-1-0,3,0,2,0.61,0,1,0,,,0.315,2.63
12184-2-0,2,0,2,0.64,0,1,0,11.11,1.0,0.412,7.82
12184-2-0,1,0,2,0.64,0,1,0,0.0,,0.412,7.82
12184-2-0,3,0,2,0.64,0,1,0,0.0,,0.412,7.82
12292-1-2,2,0,1,1.0,1,0,0,,,0.01,1.36
12292-1-2,1,0,1,1.0,1,0,0,0.0,,0.01,1.36
12292-1-2,3,0,1,1.0,1,0,0,,,0.01,1.36
16222-1-#,2,0,1,0.71,1,0,0,,,0.043,1.0
16222-1-#,1,0,1,0.71,1,0,0,0.0,,0.043,1.0
16222-1-#,3,0,1,0.71,1,0,0,,,0.043,1.0
17246-2-#,2,0,1,0.67,1,0,0,4.0,7.0,4.204,1.98
17246-2-#,1,0,1,0.67,1,0,0,3.52,77.0,4.204,1.98
17246-2-#,3,0,1,0.67,1,0,0,0.0,21.0,4.204,1.98
58082-3-0,2,0,3,0.99,0,0,1,3.33,,0.694,2.0
58082-3-0,1,0,3,0.99,0,0,1,0.0,1.0,0.694,2.0
58082-3-0,3,0,3,0.99,0,0,1,7.14,5.0,0.694,2.0
48083-3-0,2,0,3,0.83,0,0,1,,,3.268,2.0
48083-3-0,1,0,3,0.83,0,0,1,0.88,4.0,3.268,2.0
48083-3-0,3,0,3,0.83,0,0,1,5.0,4.0,3.268,2.0
10516-2-0,2,0,3,0.62,0,0,1,1.33,8.0,12.902,2.0
10516-2-0,1,0,3,0.62,0,0,1,4.15,8.0,12.902,2.0
10516-2-0,3,0,3,0.62,0,0,1,10.98,3.0,12.902,2.0
31077-1-1,2,0,3,0.65,0,0,1,5.88,10.0,12.06,2.0
31077-1-1,1,0,3,0.65,0,0,1,4.95,12.0,12.06,2.0
31077-1-1,3,0,3,0.65,0,0,1,6.25,4.0,12.06,2.0
31077-2-1,2,0,3,0.66,0,0,1,3.33,1.0,11.736,2.0
31077-2-1,1,0,3,0.66,0,0,1,3.96,4.0,11.736,2.0
31077-2-1,3,0,3,0.66,0,0,1,4.17,5.0,11.736,2.0
11882-1-1,2,0,3,0.97,0,0,1,0.0,,0.051,2.0
11882-1-1,1,0,3,0.97,0,0,1,,,0.051,2.0
11882-1-1,3,0,3,0.97,0,0,1,,,0.051,2.0
10822-1-0,2,0,3,0.34,0,0,1,0.0,,0.087,2.0
10822-1-0,1,0,3,0.34,0,0,1,,,0.087,2.0
10822-1-0,3,0,3,0.34,0,0,1,,,0.087,2.0
11825-1-0,2,0,3,0.69,0,0,1,0.0,,0.312,2.0
11825-1-0,1,0,3,0.69,0,0,1,,,0.312,2.0
11825-1-0,3,0,3,0.69,0,0,1,,,0.312,2.0
11824-2-0,2,0,3,0.55,0,0,1,,,0.075,2.0
11824-2-0,1,0,3,0.55,0,0,1,0.0,,0.075,2.0
11824-2-0,3,0,3,0.55,0,0,1,,,0.075,2.0
10516-1-0,2,0,3,0.74,0,0,1,4.0,14.0,16.738,2.0
10516-1-0,1,0,3,0.74,0,0,1,4.91,21.0,16.738,2.0
10516-1-0,3,0,3,0.74,0,0,1,14.63,17.0,16.738,2.0
14580-3-0,2,0,3,0.8,0,0,1,,,2.633,2.0
14580-3-0,1,0,3,0.8,0,0,1,5.06,7.0,2.633,2.0
14580-3-0,3,0,3,0.8,0,0,1,20.59,4.0,2.633,2.0
10750-2-0,2,0,3,0.57,0,0,1,,,0.066,2.0
10750-2-0,1,0,3,0.57,0,0,1,0.0,,0.066,2.0
10750-2-0,3,0,3,0.57,0,0,1,,,0.066,2.0
14506-2-0,2,0,3,0.68,0,0,1,5.56,16.0,3.75,2.0
14506-2-0,1,0,3,0.68,0,0,1,4.17,19.0,3.75,2.0
14506-2-0,3,0,3,0.68,0,0,1,4.69,38.0,3.75,2.0
10163-2-0,2,0,3,0.83,0,0,1,0.0,,1.556,2.0
10163-2-0,1,0,3,0.83,0,0,1,3.23,2.0,1.556,2.0
10163-2-0,3,0,3,0.83,0,0,1,0.0,,1.556,2.0
17072-1-0,2,0,3,0.8,0,0,1,5.33,15.0,33.167,2.0
17072-1-0,1,0,3,0.8,0,0,1,4.85,18.0,33.167,2.0
17072-1-0,3,0,3,0.8,0,0,1,9.76,21.0,33.167,2.0
11823-2-0,2,0,3,0.53,0,0,1,,,0.105,2.0
11823-2-0,1,0,3,0.53,0,0,1,0.0,1.0,0.105,2.0
11823-2-0,3,0,3,0.53,0,0,1,,,0.105,2.0
10735-1-0,2,0,3,0.56,0,0,1,0.0,,0.136,2.0
10735-1-0,1,0,3,0.56,0,0,1,,,0.136,2.0
10735-1-0,3,0,3,0.56,0,0,1,,,0.136,2.0
10750-1-0,2,0,3,0.57,0,0,1,0.0,,0.198,2.0
10750-1-0,1,0,3,0.57,0,0,1,,,0.198,2.0
10750-1-0,3,0,3,0.57,0,0,1,,,0.198,2.0
10804-2-0,2,0,3,0.5,0,0,1,,,0.111,2.0
10804-2-0,1,0,3,0.5,0,0,1,0.0,,0.111,2.0
10804-2-0,3,0,3,0.5,0,0,1,,,0.111,2.0
11824-1-0,2,0,3,0.5,0,0,1,0.0,,0.078,2.0
11824-1-0,1,0,3,0.5,0,0,1,,,0.078,2.0
11824-1-0,3,0,3,0.5,0,0,1,,,0.078,2.0
13221-1-#,2,0,1,0.68,1,0,0,,,0.036,1.0
13221-1-#,1,0,1,0.68,1,0,0,25.0,,0.036,1.0
13221-1-#,3,0,1,0.68,1,0,0,,,0.036,1.0
17246-1-7,2,0,1,0.76,1,0,0,,,0.107,1.0
17246-1-7,1,0,1,0.76,1,0,0,20.0,1.0,0.107,1.0
17246-1-7,3,0,1,0.76,1,0,0,,,0.107,1.0
14226-1-9,2,0,1,0.43,0,1,0,,,0.057,1.0
14226-1-9,1,0,1,0.43,0,1,0,0.0,1.0,0.057,1.0
14226-1-9,3,0,1,0.43,0,1,0,,,0.057,1.0
13245-1-9,2,0,1,0.44,0,1,0,,,0.027,1.0
13245-1-9,1,0,1,0.44,0,1,0,0.0,1.0,0.027,1.0
13245-1-9,3,0,1,0.44,0,1,0,,,0.027,1.0
12237-1-#,2,0,1,0.79,1,0,0,2.94,8.0,2.552,1.05
12237-1-#,1,0,1,0.79,1,0,0,1.54,14.0,2.552,1.05
12237-1-#,3,0,1,0.79,1,0,0,6.25,11.0,2.552,1.05
13245-1-#,2,0,1,0.67,1,0,0,0.0,22.0,3.417,1.01
13245-1-#,1,0,1,0.67,1,0,0,3.37,19.0,3.417,1.01
13245-1-#,3,0,1,0.67,1,0,0,6.25,11.0,3.417,1.01
11194-2-0,2,0,2,0.57,0,1,0,0.0,1.0,0.078,7.73
11194-2-0,1,0,2,0.57,0,1,0,0.0,,0.078,7.73
11194-2-0,3,0,2,0.57,0,1,0,,,0.078,7.73
21284-1-0,2,0,2,0.56,0,1,0,,,0.033,2.24
21284-1-0,1,0,2,0.56,0,1,0,0.0,,0.033,2.24
21284-1-0,3,0,2,0.56,0,1,0,,,0.033,2.24
13334-2-0,2,0,1,0.78,1,0,0,,,0.037,2.0
13334-2-0,1,0,1,0.78,1,0,0,0.0,3.0,0.037,2.0
13334-2-0,3,0,1,0.78,1,0,0,,,0.037,2.0
16217-1-0,2,0,1,0.73,1,0,0,,,0.011,9.0
16217-1-0,1,0,1,0.73,1,0,0,0.0,2.0,0.011,9.0
16217-1-0,3,0,1,0.73,1,0,0,,,0.011,9.0
12244-2-#,2,0,1,0.72,1,0,0,,,0.084,1.96
12244-2-#,1,0,1,0.72,1,0,0,0.0,2.0,0.084,1.96
12244-2-#,3,0,1,0.72,1,0,0,0.0,,0.084,1.96
14296-2-#,2,0,1,0.6,1,0,0,0.0,,0.074,2.0
