makat,day_period,East_JLM_lines,service_types,Directness_measurements,Settlements_lines,West_metropolin_lines,InJerusalem_lines,percent_problematic_trips,number_of_complaints,passengersnumber_thousands,socioeco_2019
13027-2-#,2,0,3,0.97,0,0,1,0.98,,3.542,2.0
13027-2-#,1,0,3,0.97,0,0,1,0.0,,3.542,2.0
13027-2-#,3,0,3,0.97,0,0,1,0.0,,3.542,2.0
46006-3-#,2,0,3,0.71,0,0,1,0.0,3.0,14.314,2.0
46006-3-#,1,0,3,0.71,0,0,1,0.0,8.0,14.314,2.0
46006-3-#,3,0,3,0.71,0,0,1,0.0,1.0,14.314,2.0
28070-1-#,2,0,3,0.86,0,0,1,0.0,5.0,0.151,2.0
28070-1-#,1,0,3,0.86,0,0,1,0.0,1.0,0.151,2.0
28070-1-#,3,0,3,0.86,0,0,1,,,0.151,2.0
28070-2-#,2,0,3,0.85,0,0,1,,,0.034,2.0
28070-2-#,1,0,3,0.85,0,0,1,,,0.034,2.0
28070-2-#,3,0,3,0.85,0,0,1,0.0,,0.034,2.0
10752-2-9,2,0,3,0.77,0,0,1,,,0.097,2.0
10752-2-9,1,0,3,0.77,0,0,1,0.0,,0.097,2.0
10752-2-9,3,0,3,0.77,0,0,1,,,0.097,2.0
15026-3-א,2,0,3,0.8,0,0,1,,,2.728,2.0
15026-3-א,1,0,3,0.8,0,0,1,0.0,2.0,2.728,2.0
15026-3-א,3,0,3,0.8,0,0,1,0.0,,2.728,2.0
10902-2-#,2,0,3,0.52,0,0,1,,,0.121,2.0
10902-2-#,1,0,3,0.52,0,0,1,0.0,,0.121,2.0
10902-2-#,3,0,3,0.52,0,0,1,,,0.121,2.0
10728-2-#,2,0,3,0.59,0,0,1,,,0.034,2.0
10728-2-#,1,0,3,0.59,0,0,1,0.0,,0.034,2.0
10728-2-#,3,0,3,0.59,0,0,1,,,0.034,2.0
21003-3-#,2,0,3,0.39,0,0,1,4.44,1.0,38.185,2.0
21003-3-#,1,0,3,0.39,0,0,1,0.0,15.0,38.185,2.0
21003-3-#,3,0,3,0.39,0,0,1,0.0,3.0,38.185,2.0
14860-1-#,2,0,3,0.47,0,0,1,0.0,1.0,0.198,2.0
14860-1-#,1,0,3,0.47,0,0,1,,,0.198,2.0
14860-1-#,3,0,3,0.47,0,0,1,,,0.198,2.0
49005-1-ד,2,0,3,0.51,0,0,1,0.0,2.0,0.389,2.0
49005-1-ד,1,0,3,0.51,0,0,1,,,0.389,2.0
49005-1-ד,3,0,3,0.51,0,0,1,,,0.389,2.0
12050-3-#,2,0,3,0.51,0,0,1,0.0,2.0,2.344,2.0
12050-3-#,1,0,3,0.51,0,0,1,0.0,4.0,2.344,2.0
12050-3-#,3,0,3,0.51,0,0,1,0.0,3.0,2.344,2.0
13033-2-ב,2,0,3,0.51,0,0,1,0.0,2.0,9.491,2.0
13033-2-ב,1,0,3,0.51,0,0,1,0.0,2.0,9.491,2.0
13033-2-ב,3,0,3,0.51,0,0,1,0.0,,9.491,2.0
14126-2-#,2,0,3,0.7,1,0,0,0.0,,0.051,6.0
14126-2-#,1,0,3,0.7,1,0,0,,,0.051,6.0
14126-2-#,3,0,3,0.7,1,0,0,,,0.051,6.0
10177-1-#,2,0,3,0.51,1,0,0,0.0,1.0,2.326,4.66
10177-1-#,1,0,3,0.51,1,0,0,1.47,11.0,2.326,4.66
10177-1-#,3,0,3,0.51,1,0,0,12.5,5.0,2.326,4.66
12345-1-#,2,0,1,0.61,1,0,0,0.0,7.0,1.956,2.0
12345-1-#,1,0,1,0.61,1,0,0,3.28,67.0,1.956,2.0
12345-1-#,3,0,1,0.61,1,0,0,25.0,33.0,1.956,2.0
11135-2-#,2,0,2,0.84,1,0,0,0.0,10.0,0.835,5.12
11135-2-#,1,0,2,0.84,1,0,0,6.25,,0.835,5.12
11135-2-#,3,0,2,0.84,1,0,0,0.0,,0.835,5.12
11135-1-#,2,0,2,0.81,1,0,0,,,0.672,2.69
11135-1-#,1,0,2,0.81,1,0,0,7.14,7.0,0.672,2.69
11135-1-#,3,0,2,0.81,1,0,0,18.75,9.0,0.672,2.69
11151-1-#,2,0,3,0.95,0,1,0,,,0.051,2.44
11151-1-#,1,0,3,0.95,0,1,0,,,0.051,2.44
11151-1-#,3,0,3,0.95,0,1,0,0.0,2.0,0.051,2.44
11153-1-#,2,0,3,0.61,0,1,0,,,0.181,8.0
11153-1-#,1,0,3,0.61,0,1,0,0.0,6.0,0.181,8.0
11153-1-#,3,0,3,0.61,0,1,0,0.0,10.0,0.181,8.0
11158-1-#,2,0,3,0.62,0,1,0,5.0,2.0,1.136,3.47
11158-1-#,1,0,3,0.62,0,1,0,1.75,3.0,1.136,3.47
11158-1-#,3,0,3,0.62,0,1,0,6.25,4.0,1.136,3.47
11158-2-#,2,0,3,0.77,0,1,0,0.0,3.0,1.395,8.0
11158-2-#,1,0,3,0.77,0,1,0,4.0,4.0,1.395,8.0
11158-2-#,3,0,3,0.77,0,1,0,12.5,1.0,1.395,8.0
11132-1-#,2,0,3,0.73,1,0,0,0.0,2.0,2.676,2.45
11132-1-#,1,0,3,0.73,1,0,0,0.0,21.0,2.676,2.45
11132-1-#,3,0,3,0.73,1,0,0,2.78,36.0,2.676,2.45
10753-2-9,2,0,3,0.48,0,0,1,,,0.032,2.0
10753-2-9,1,0,3,0.48,0,0,1,0.0,,0.032,2.0
10753-2-9,3,0,3,0.48,0,0,1,,,0.032,2.0
10810-1-ס,2,0,3,0.41,0,0,1,0.0,,0.231,2.0
10810-1-ס,1,0,3,0.41,0,0,1,,,0.231,2.0
10810-1-ס,3,0,3,0.41,0,0,1,,,0.231,2.0
10740-1-#,2,0,3,0.59,0,0,1,20.0,3.0,0.257,2.0
10740-1-#,1,0,3,0.59,0,0,1,,,0.257,2.0
10740-1-#,3,0,3,0.59,0,0,1,,,0.257,2.0
12821-2-#,2,0,3,0.36,0,0,1,,,0.107,2.0
12821-2-#,1,0,3,0.36,0,0,1,0.0,,0.107,2.0
12821-2-#,3,0,3,0.36,0,0,1,,,0.107,2.0
10786-1-#,2,0,3,0.74,0,0,1,0.0,,0.597,2.0
10786-1-#,1,0,3,0.74,0,0,1,,,0.597,2.0
10786-1-#,3,0,3,0.74,0,0,1,,,0.597,2.0
11842-2-9,2,0,3,0.53,0,0,1,,,0.398,2.0
11842-2-9,1,0,3,0.53,0,0,1,0.0,,0.398,2.0
11842-2-9,3,0,3,0.53,0,0,1,,,0.398,2.0
11845-2-9,2,0,3,0.65,0,0,1,,,0.192,2.0
11845-2-9,1,0,3,0.65,0,0,1,0.0,,0.192,2.0
11845-2-9,3,0,3,0.65,0,0,1,,,0.192,2.0
15014-1-#,2,0,3,0.34,0,0,1,2.33,1.0,5.206,2.0
15014-1-#,1,0,3,0.34,0,0,1,0.0,7.0,5.206,2.0
15014-1-#,3,0,3,0.34,0,0,1,0.0,10.0,5.206,2.0
15019-2-#,2,0,3,0.84,0,0,1,0.0,1.0,24.69,2.0
15019-2-#,1,0,3,0.84,0,0,1,0.0,6.0,24.69,2.0
15019-2-#,3,0,3,0.84,0,0,1,0.0,9.0,24.69,2.0
17055-3-#,2,0,3,0.43,0,0,1,0.0,5.0,27.441,2.0
17055-3-#,1,0,3,0.43,0,0,1,0.0,18.0,27.441,2.0
17055-3-#,3,0,3,0.43,0,0,1,0.0,4.0,27.441,2.0
22066-2-א,2,0,3,0.54,0,0,1,0.0,,7.147,2.0
22066-2-א,1,0,3,0.54,0,0,1,0.0,2.0,7.147,2.0
22066-2-א,3,0,3,0.54,0,0,1,0.0,2.0,7.147,2.0
30030-3-#,2,0,3,0.49,0,0,1,0.0,,2.793,2.04
30030-3-#,1,0,3,0.49,0,0,1,0.0,1.0,2.793,2.04
30030-3-#,3,0,3,0.49,0,0,1,0.0,1.0,2.793,2.04
64080-3-#,2,0,3,0.68,0,0,1,0.0,,0.301,2.0
64080-3-#,1,0,3,0.68,0,0,1,0.0,1.0,0.301,2.0
64080-3-#,3,0,3,0.68,0,0,1,0.0,2.0,0.301,2.0
10812-1-ח,2,0,3,0.62,0,0,1,0.0,,0.162,2.0
10812-1-ח,1,0,3,0.62,0,0,1,,,0.162,2.0
10812-1-ח,3,0,3,0.62,0,0,1,,,0.162,2.0
10102-2-#,2,0,3,0.58,0,0,1,,,0.14,2.0
10102-2-#,1,0,3,0.58,0,0,1,0.0,,0.14,2.0
10102-2-#,3,0,3,0.58,0,0,1,,,0.14,2.0
12065-1-ד,2,0,3,0.69,0,0,1,0.0,1.0,0.966,2.0
12065-1-ד,1,0,3,0.69,0,0,1,,,0.966,2.0
12065-1-ד,3,0,3,0.69,0,0,1,,,0.966,2.0
17473-2-#,2,0,2,0.58,1,0,0,2.78,,1.087,5.26
17473-2-#,1,0,2,0.58,1,0,0,0.0,,1.087,5.26
17473-2-#,3,0,2,0.58,1,0,0,,,1.087,5.26
11143-1-#,2,0,2,0.6,1,0,0,7.14,13.0,2.301,2.0
11143-1-#,1,0,2,0.6,1,0,0,6.82,48.0,2.301,2.0
11143-1-#,3,0,2,0.6,1,0,0,3.85,31.0,2.301,2.0
12345-2-#,2,0,1,0.63,1,0,0,5.26,27.0,2.734,2.0
12345-2-#,1,0,1,0.63,1,0,0,7.58,38.0,2.734,2.0
12345-2-#,3,0,1,0.63,1,0,0,25.0,23.0,2.734,2.0
17021-2-#,2,0,3,0.51,0,0,1,,,1.751,2.0
17021-2-#,1,0,3,0.51,0,0,1,0.0,,1.751,2.0
17021-2-#,3,0,3,0.51,0,0,1,,,1.751,2.0
13042-1-ז,2,0,3,0.67,0,0,1,,,0.054,2.0
13042-1-ז,1,0,3,0.67,0,0,1,0.0,1.0,0.054,2.0
13042-1-ז,3,0,3,0.67,0,0,1,,,0.054,2.0
16028-1-ז,2,0,3,0.77,0,0,1,0.0,,0.294,2.0
16028-1-ז,1,0,3,0.77,0,0,1,0.0,,0.294,2.0
16028-1-ז,3,0,3,0.77,0,0,1,,,0.294,2.0
13052-1-#,2,0,3,0.37,0,0,1,0.0,4.0,21.283,2.0
13052-1-#,1,0,3,0.37,0,0,1,0.0,13.0,21.283,2.0
13052-1-#,3,0,3,0.37,0,0,1,0.0,10.0,21.283,2.0
14010-2-#,2,0,3,0.58,0,0,1,2.22,2.0,8.213,2.0
14010-2-#,1,0,3,0.58,0,0,1,0.0,4.0,8.213,2.0
14010-2-#,3,0,3,0.58,0,0,1,0.0,1.0,8.213,2.0
17055-2-#,2,0,3,0.42,0,0,1,,,0.276,2.0
17055-2-#,1,0,3,0.42,0,0,1,0.0,6.0,0.276,2.0
17055-2-#,3,0,3,0.42,0,0,1,,,0.276,2.0
10802-2-#,2,0,3,0.44,0,0,1,,,0.118,2.0
10802-2-#,1,0,3,0.44,0,0,1,0.0,,0.118,2.0
10802-2-#,3,0,3,0.44,0,0,1,0.0,,0.118,2.0
10805-2-#,2,0,3,0.62,0,0,1,,,0.144,2.0
10805-2-#,1,0,3,0.62,0,0,1,0.0,2.0,0.144,2.0
10805-2-#,3,0,3,0.62,0,0,1,,,0.144,2.0
11269-1-1,2,0,2,0.61,1,0,0,,,0.074,2.0
11269-1-1,1,0,2,0.61,1,0,0,0.0,1.0,0.074,2.0
11269-1-1,3,0,2,0.61,1,0,0,,,0.074,2.0
12363-2-#,2,0,2,0.81,1,0,0,6.67,25.0,0.43,6.84
12363-2-#,1,0,2,0.81,1,0,0,4.26,78.0,0.43,6.84
12363-2-#,3,0,2,0.81,1,0,0,0.0,7.0,0.43,6.84
11801-1-ר,2,0,3,0.77,0,0,1,0.0,,0.233,2.0
11801-1-ר,1,0,3,0.77,0,0,1,,,0.233,2.0
11801-1-ר,3,0,3,0.77,0,0,1,,,0.233,2.0
13027-1-#,2,0,3,1.0,0,0,1,0.0,1.0,1.459,2.0
13027-1-#,1,0,3,1.0,0,0,1,0.0,3.0,1.459,2.0
13027-1-#,3,0,3,1.0,0,0,1,0.0,,1.459,2.0
49005-1-#,2,0,3,0.47,0,0,1,2.86,6.0,12.294,2.0
49005-1-#,1,0,3,0.47,0,0,1,0.0,6.0,12.294,2.0
49005-1-#,3,0,3,0.47,0,0,1,0.0,8.0,12.294,2.0
11794-2-#,2,0,3,0.34,0,0,1,,,0.2,2.0
11794-2-#,1,0,3,0.34,0,0,1,0.0,,0.2,2.0
11794-2-#,3,0,3,0.34,0,0,1,,,0.2,2.0
10791-2-#,2,0,3,0.48,0,0,1,,,0.189,2.0
10791-2-#,1,0,3,0.48,0,0,1,0.0,,0.189,2.0
10791-2-#,3,0,3,0.48,0,0,1,,,0.189,2.0
10786-2-#,2,0,3,0.61,0,0,1,,,0.441,2.0
10786-2-#,1,0,3,0.61,0,0,1,0.0,,0.441,2.0
10786-2-#,3,0,3,0.61,0,0,1,0.0,,0.441,2.0
11901-1-#,2,0,3,0.62,0,0,1,0.0,,0.372,2.0
11901-1-#,1,0,3,0.62,0,0,1,,,0.372,2.0
11901-1-#,3,0,3,0.62,0,0,1,,,0.372,2.0
10728-1-#,2,0,3,0.72,0,0,1,0.0,,0.035,2.0
10728-1-#,1,0,3,0.72,0,0,1,,,0.035,2.0
10728-1-#,3,0,3,0.72,0,0,1,,,0.035,2.0
10755-1-9,2,0,3,0.88,0,0,1,0.0,,0.107,2.0
10755-1-9,1,0,3,0.88,0,0,1,,,0.107,2.0
10755-1-9,3,0,3,0.88,0,0,1,,,0.107,2.0
13052-1-א,2,0,3,0.35,0,0,1,,,5.357,2.0
13052-1-א,1,0,3,0.35,0,0,1,0.0,6.0,5.357,2.0
13052-1-א,3,0,3,0.35,0,0,1,0.0,2.0,5.357,2.0
12039-1-#,2,0,3,0.48,0,0,1,4.0,4.0,10.842,2.0
12039-1-#,1,0,3,0.48,0,0,1,0.0,20.0,10.842,2.0
12039-1-#,3,0,3,0.48,0,0,1,0.0,14.0,10.842,2.0
13033-2-#,2,0,3,0.5,0,0,1,,,11.795,2.0
13033-2-#,1,0,3,0.5,0,0,1,0.0,4.0,11.795,2.0
13033-2-#,3,0,3,0.5,0,0,1,0.0,1.0,11.795,2.0
12374-1-#,2,0,2,0.67,1,0,0,0.0,8.0,0.529,2.84
12374-1-#,1,0,2,0.67,1,0,0,5.56,18.0,0.529,2.84
12374-1-#,3,0,2,0.67,1,0,0,25.0,27.0,0.529,2.84
14360-2-#,2,0,1,0.96,1,0,0,0.0,150.0,3.006,7.0
14360-2-#,1,0,1,0.96,1,0,0,2.06,94.0,3.006,7.0
14360-2-#,3,0,1,0.96,1,0,0,11.54,58.0,3.006,7.0
11156-1-#,2,0,3,0.46,0,1,0,,,0.573,4.91
11156-1-#,1,0,3,0.46,0,1,0,6.06,,0.573,4.91
11156-1-#,3,0,3,0.46,0,1,0,0.0,8.0,0.573,4.91
11209-2-#,2,0,3,0.4,1,0,0,,,0.013,5.38
11209-2-#,1,0,3,0.4,1,0,0,0.0,,0.013,5.38
11209-2-#,3,0,3,0.4,1,0,0,,,0.013,5.38
11143-2-#,2,0,2,0.58,1,0,0,3.7,30.0,2.177,2.0
11143-2-#,1,0,2,0.58,1,0,0,6.41,16.0,2.177,2.0
11143-2-#,3,0,2,0.58,1,0,0,9.52,14.0,2.177,2.0
13472-2-#,2,0,2,0.58,1,0,0,0.0,5.0,0.515,4.82
13472-2-#,1,0,2,0.58,1,0,0,,,0.515,4.82
13472-2-#,3,0,2,0.58,1,0,0,,,0.515,4.82
13472-1-#,2,0,2,0.6,1,0,0,,,0.225,4.24
13472-1-#,1,0,2,0.6,1,0,0,0.0,2.0,0.225,4.24
13472-1-#,3,0,2,0.6,1,0,0,16.67,6.0,0.225,4.24
11264-1-#,2,0,2,0.43,1,0,0,,,0.035,2.65
11264-1-#,1,0,2,0.43,1,0,0,0.0,,0.035,2.65
11264-1-#,3,0,2,0.43,1,0,0,,,0.035,2.65
12363-1-#,2,0,2,0.81,1,0,0,11.11,11.0,0.44,2.03
12363-1-#,1,0,2,0.81,1,0,0,2.08,76.0,0.44,2.03
12363-1-#,3,0,2,0.81,1,0,0,5.88,152.0,0.44,2.03
11376-2-#,2,0,2,0.64,1,0,0,20.0,18.0,0.194,5.0
11376-2-#,1,0,2,0.64,1,0,0,5.88,6.0,0.194,5.0
11376-2-#,3,0,2,0.64,1,0,0,0.0,2.0,0.194,5.0
10760-2-9,2,0,3,0.65,0,0,1,,,0.174,2.0
10760-2-9,1,0,3,0.65,0,0,1,0.0,,0.174,2.0
10760-2-9,3,0,3,0.65,0,0,1,,,0.174,2.0
10814-1-ב,2,0,3,0.68,0,0,1,0.0,,0.252,2.0
10814-1-ב,1,0,3,0.68,0,0,1,,,0.252,2.0
10814-1-ב,3,0,3,0.68,0,0,1,,,0.252,2.0
11842-1-8,2,0,3,0.62,0,0,1,20.0,,0.5,2.0
11842-1-8,1,0,3,0.62,0,0,1,,,0.5,2.0
11842-1-8,3,0,3,0.62,0,0,1,,,0.5,2.0
12811-1-ר,2,0,3,0.7,0,0,1,0.0,,0.243,2.0
12811-1-ר,1,0,3,0.7,0,0,1,,,0.243,2.0
12811-1-ר,3,0,3,0.7,0,0,1,,,0.243,2.0
11783-1-#,2,0,3,0.56,0,0,1,0.0,,0.138,2.0
11783-1-#,1,0,3,0.56,0,0,1,,,0.138,2.0
11783-1-#,3,0,3,0.56,0,0,1,,,0.138,2.0
11783-2-#,2,0,3,0.54,0,0,1,,,0.111,2.0
11783-2-#,1,0,3,0.54,0,0,1,0.0,,0.111,2.0
11783-2-#,3,0,3,0.54,0,0,1,0.0,,0.111,2.0
11970-1-#,2,0,3,0.18,0,0,1,0.0,,0.154,2.0
11970-1-#,1,0,3,0.18,0,0,1,,,0.154,2.0
11970-1-#,3,0,3,0.18,0,0,1,,,0.154,2.0
10784-2-#,2,0,3,0.55,0,0,1,,,0.052,2.0
10784-2-#,1,0,3,0.55,0,0,1,0.0,,0.052,2.0
10784-2-#,3,0,3,0.55,0,0,1,0.0,,0.052,2.0
14009-1-ד,2,0,3,0.24,0,0,1,2.27,1.0,12.032,2.0
14009-1-ד,1,0,3,0.24,0,0,1,0.0,15.0,12.032,2.0
14009-1-ד,3,0,3,0.24,0,0,1,0.0,7.0,12.032,2.0
16020-3-א,2,0,3,0.55,0,0,1,0.0,,2.607,2.0
16020-3-א,1,0,3,0.55,0,0,1,0.0,,2.607,2.0
16020-3-א,3,0,3,0.55,0,0,1,0.0,,2.607,2.0
16028-1-#,2,0,3,0.82,0,0,1,0.0,,2.792,2.0
16028-1-#,1,0,3,0.82,0,0,1,0.0,,2.792,2.0
16028-1-#,3,0,3,0.82,0,0,1,0.0,3.0,2.792,2.0
18013-1-#,2,0,3,0.64,0,0,1,0.0,,8.691,2.0
18013-1-#,1,0,3,0.64,0,0,1,0.0,4.0,8.691,2.0
18013-1-#,3,0,3,0.64,0,0,1,0.0,1.0,8.691,2.0
19012-1-#,2,0,3,0.48,0,0,1,0.0,1.0,11.919,2.0
19012-1-#,1,0,3,0.48,0,0,1,0.0,5.0,11.919,2.0
19012-1-#,3,0,3,0.48,0,0,1,0.0,1.0,11.919,2.0
23034-1-#,2,0,3,0.73,0,0,1,0.0,2.0,16.489,2.0
23034-1-#,1,0,3,0.73,0,0,1,0.46,4.0,16.489,2.0
23034-1-#,3,0,3,0.73,0,0,1,0.0,5.0,16.489,2.0
10102-1-#,2,0,3,0.62,0,0,1,,,0.017,2.0
10102-1-#,1,0,3,0.62,0,0,1,0.0,,0.017,2.0
10102-1-#,3,0,3,0.62,0,0,1,,,0.017,2.0
10903-1-#,2,0,3,0.35,0,0,1,0.0,,0.547,2.0
10903-1-#,1,0,3,0.35,0,0,1,,,0.547,2.0
10903-1-#,3,0,3,0.35,0,0,1,,,0.547,2.0
13027-1-א,2,0,3,0.7,0,1,0,0.0,,1.076,3.65
13027-1-א,1,0,3,0.7,0,1,0,0.0,1.0,1.076,3.65
13027-1-א,3,0,3,0.7,0,1,0,0.0,,1.076,3.65
12716-2-#,2,0,3,0.4,0,0,1,,,1.178,2.0
12716-2-#,1,0,3,0.4,0,0,1,0.0,1.0,1.178,2.0
12716-2-#,3,0,3,0.4,0,0,1,0.0,,1.178,2.0
10817-1-ז,2,0,3,0.73,0,0,1,0.0,,0.22,2.0
10817-1-ז,1,0,3,0.73,0,0,1,,,0.22,2.0
10817-1-ז,3,0,3,0.73,0,0,1,,,0.22,2.0
10106-1-#,2,0,3,0.34,0,0,1,,,0.303,2.0
10106-1-#,1,0,3,0.34,0,0,1,0.0,,0.303,2.0
10106-1-#,3,0,3,0.34,0,0,1,,,0.303,2.0
14051-2-#,2,0,3,0.4,0,0,1,,,0.459,2.0
14051-2-#,1,0,3,0.4,0,0,1,0.0,,0.459,2.0
14051-2-#,3,0,3,0.4,0,0,1,0.0,,0.459,2.0
14040-1-#,2,0,3,0.61,0,0,1,0.0,3.0,1.078,2.0
14040-1-#,1,0,3,0.61,0,0,1,0.0,4.0,1.078,2.0
14040-1-#,3,0,3,0.61,0,0,1,,,1.078,2.0
16020-1-#,2,0,3,0.56,0,0,1,0.0,1.0,1.947,2.0
16020-1-#,1,0,3,0.56,0,0,1,0.0,,1.947,2.0
16020-1-#,3,0,3,0.56,0,0,1,,,1.947,2.0
13042-2-א,2,0,3,0.7,0,0,1,0.0,,0.405,2.0
13042-2-א,1,0,3,0.7,0,0,1,0.0,3.0,0.405,2.0
13042-2-א,3,0,3,0.7,0,0,1,,,0.405,2.0
27029-2-#,2,0,3,0.58,0,0,1,,,0.242,2.0
27029-2-#,1,0,3,0.58,0,0,1,0.0,,0.242,2.0
27029-2-#,3,0,3,0.58,0,0,1,,,0.242,2.0
11131-2-2,2,0,3,0.6,1,0,0,11.11,8.0,1.06,5.47
11131-2-2,1,0,3,0.6,1,0,0,3.39,16.0,1.06,5.47
11131-2-2,3,0,3,0.6,1,0,0,15.0,6.0,1.06,5.47
11157-2-#,2,0,3,0.76,0,1,0,0.0,10.0,1.918,7.81
11157-2-#,1,0,3,0.76,0,1,0,6.1,5.0,1.918,7.81
11157-2-#,3,0,3,0.76,0,1,0,0.0,7.0,1.918,7.81
11152-1-#,2,0,3,0.61,0,1,0,,,0.148,5.67
11152-1-#,1,0,3,0.61,0,1,0,0.0,3.0,0.148,5.67
11152-1-#,3,0,3,0.61,0,1,0,16.67,4.0,0.148,5.67
11155-2-א,2,0,3,0.54,0,1,0,,,0.118,8.0
11155-2-א,1,0,3,0.54,0,1,0,0.0,1.0,0.118,8.0
11155-2-א,3,0,3,0.54,0,1,0,,,0.118,8.0
11132-2-#,2,0,3,0.78,1,0,0,2.7,10.0,1.956,5.0
11132-2-#,1,0,3,0.78,1,0,0,10.53,11.0,1.956,5.0
11132-2-#,3,0,3,0.78,1,0,0,12.5,8.0,1.956,5.0
11133-1-#,2,0,3,0.71,1,0,0,4.17,17.0,3.15,2.59
11133-1-#,1,0,3,0.71,1,0,0,2.33,103.0,3.15,2.59
11133-1-#,3,0,3,0.71,1,0,0,5.0,70.0,3.15,2.59
12138-3-#,2,0,3,0.8,1,0,0,7.41,27.0,1.512,4.03
12138-3-#,1,0,3,0.8,1,0,0,0.0,11.0,1.512,4.03
12138-3-#,3,0,3,0.8,1,0,0,0.0,5.0,1.512,4.03
10120-2-#,2,0,3,0.5,1,0,0,0.0,2.0,0.366,6.0
10120-2-#,1,0,3,0.5,1,0,0,0.0,,0.366,6.0
10120-2-#,3,0,3,0.5,1,0,0,,,0.366,6.0
18129-2-#,2,0,3,0.54,1,0,0,0.0,2.0,0.594,6.0
18129-2-#,1,0,3,0.54,1,0,0,37.5,,0.594,6.0
18129-2-#,3,0,3,0.54,1,0,0,,,0.594,6.0
10176-2-#,2,0,3,0.52,1,0,0,4.0,6.0,1.785,5.99
10176-2-#,1,0,3,0.52,1,0,0,3.17,2.0,1.785,5.99
10176-2-#,3,0,3,0.52,1,0,0,0.0,4.0,1.785,5.99
11174-1-#,2,0,3,0.5,1,0,0,6.67,15.0,2.147,4.48
11174-1-#,1,0,3,0.5,1,0,0,6.06,13.0,2.147,4.48
11174-1-#,3,0,3,0.5,1,0,0,11.54,23.0,2.147,4.48
10122-2-#,2,0,3,0.5,1,0,0,0.0,4.0,0.602,6.0
10122-2-#,1,0,3,0.5,1,0,0,0.0,2.0,0.602,6.0
10122-2-#,3,0,3,0.5,1,0,0,,,0.602,6.0
13362-2-#,2,0,2,0.64,1,0,0,33.33,46.0,0.859,5.15
13362-2-#,1,0,2,0.64,1,0,0,6.45,35.0,0.859,5.15
13362-2-#,3,0,2,0.64,1,0,0,33.33,17.0,0.859,5.15
16028-2-ך,2,0,3,0.78,0,0,1,0.0,1.0,0.068,2.0
16028-2-ך,1,0,3,0.78,0,0,1,,,0.068,2.0
16028-2-ך,3,0,3,0.78,0,0,1,,,0.068,2.0
12067-1-א,2,0,3,0.68,0,0,1,0.0,3.0,2.119,2.0
12067-1-א,1,0,3,0.68,0,0,1,0.0,4.0,2.119,2.0
12067-1-א,3,0,3,0.68,0,0,1,,,2.119,2.0
13052-2-#,2,0,3,0.35,0,0,1,0.0,,21.223,2.0
13052-2-#,1,0,3,0.35,0,0,1,0.0,13.0,21.223,2.0
13052-2-#,3,0,3,0.35,0,0,1,0.0,2.0,21.223,2.0
16056-2-#,2,0,3,0.46,0,0,1,,,0.166,2.0
16056-2-#,1,0,3,0.46,0,0,1,0.0,3.0,0.166,2.0
16056-2-#,3,0,3,0.46,0,0,1,0.0,,0.166,2.0
17055-1-#,2,0,3,0.46,0,0,1,,,0.287,2.0
17055-1-#,1,0,3,0.46,0,0,1,0.0,17.0,0.287,2.0
17055-1-#,3,0,3,0.46,0,0,1,,,0.287,2.0
13036-2-#,2,0,3,0.76,0,0,1,,,0.08,2.0
13036-2-#,1,0,3,0.76,0,0,1,0.0,2.0,0.08,2.0
13036-2-#,3,0,3,0.76,0,0,1,,,0.08,2.0
10802-1-ע,2,0,3,0.54,0,0,1,0.0,,0.174,2.0
10802-1-ע,1,0,3,0.54,0,0,1,,,0.174,2.0
10802-1-ע,3,0,3,0.54,0,0,1,,,0.174,2.0
15019-1-6,2,0,3,0.77,0,0,1,12.5,,0.881,2.0
15019-1-6,1,0,3,0.77,0,0,1,0.0,,0.881,2.0
15019-1-6,3,0,3,0.77,0,0,1,,,0.881,2.0
15019-1-7,2,0,3,0.75,0,0,1,0.0,,0.654,2.0
15019-1-7,1,0,3,0.75,0,0,1,,,0.654,2.0
15019-1-7,3,0,3,0.75,0,0,1,,,0.654,2.0
10122-1-#,2,0,3,0.48,1,0,0,,,0.46,5.42
10122-1-#,1,0,3,0.48,1,0,0,,,0.46,5.42
10122-1-#,3,0,3,0.48,1,0,0,0.0,8.0,0.46,5.42
15125-2-#,2,0,3,0.67,1,0,0,0.0,,0.305,6.0
15125-2-#,1,0,3,0.67,1,0,0,,,0.305,6.0
15125-2-#,3,0,3,0.67,1,0,0,,,0.305,6.0
11174-2-#,2,0,3,0.41,1,0,0,0.0,8.0,3.803,6.0
11174-2-#,1,0,3,0.41,1,0,0,0.0,9.0,3.803,6.0
11174-2-#,3,0,3,0.41,1,0,0,8.0,5.0,3.803,6.0
10124-2-#,2,0,3,0.52,1,0,0,0.0,4.0,1.34,6.0
10124-2-#,1,0,3,0.52,1,0,0,0.0,,1.34,6.0
10124-2-#,3,0,3,0.52,1,0,0,12.5,2.0,1.34,6.0
11209-1-#,2,0,3,0.44,1,0,0,,,0.186,2.66
11209-1-#,1,0,3,0.44,1,0,0,0.0,3.0,0.186,2.66
11209-1-#,3,0,3,0.44,1,0,0,,,0.186,2.66
13211-1-א,2,0,3,0.42,1,0,0,,,0.102,2.71
13211-1-א,1,0,3,0.42,1,0,0,0.0,,0.102,2.71
13211-1-א,3,0,3,0.42,1,0,0,,,0.102,2.71
24170-1-#,2,0,3,0.79,1,0,0,0.0,1.0,0.024,6.0
