,OBJECTID,Shape,shape_id,route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color,route_type_text,whole_route_length_km,jlm_route_length_km,percent_inside_jlm,Shape_Length,routeid,Direction,Alternative
276,277,"(35.18733007643815, 31.788626906994782)",135276,15998,3,802,כפר שאול/קצנלבוגן-ירושלים<->שמגר/ירמיהו-ירושלים-1ב,10802-1-ב,3,FF9933,Bus,5.949999809265137,5.949999809265137,1.0,0.059529384295286196,10802,1,ב
277,278,"(35.18456692544028, 31.78859728863775)",135277,15999,3,802,שאולזון/רוזנטל-ירושלים<->שמגר/ירמיהו-ירושלים-1ע,10802-1-ע,3,FF9933,Bus,6.889999866485596,6.889999866485596,1.0,0.06889850609394284,10802,1,ע
278,279,"(35.21163275532062, 31.80481999844181)",135279,16001,38,803,הרב בצלאל זולטי/רבי שלמה זלמן דרוק-ירושלים<->שמגר/ירמיהו-ירושלים-1ד,10803-1-ד,3,FF9933,Bus,6.519999980926514,6.519999980926514,1.0,0.06523342638604573,10803,1,ד
279,280,"(35.2128193646877, 31.80584485223492)",135280,16002,38,803,חזון איש/מסוף רמת שלמה-ירושלים<->שמגר/ירמיהו-ירושלים-1ט,10803-1-ט,3,FF9933,Bus,7.210000038146973,7.210000038146973,1.0,0.07211417260034421,10803,1,ט
280,281,"(35.23424355451042, 31.821400174401983)",135282,16007,3,805,הרב ש''י זווין/הרב וינוגרד-ירושלים<->מנחת יצחק/בית יעקב-ירושלים-1#,10805-1-#,3,FF9933,Bus,10.920000076293945,10.520000457763672,0.9633700251579285,0.1092410115152227,10805,1,#
281,282,"(35.200518621108294, 31.809821769356084)",135284,19149,3,806,מנחת יצחק/בית יעקב-ירושלים<->מינץ/מירסקי-ירושלים-2#,10806-2-#,3,FF9933,Bus,7.909999847412109,7.800000190734863,0.9860935807228088,0.07906938389964296,10806,2,#
282,283,"(35.20187797777997, 31.80703483005797)",135285,15993,38,801,רקאנטי/המשורר אצ''ג-ירושלים<->שמגר/ירמיהו-ירושלים-1א,11801-1-א,3,FF9933,Bus,6.309999942779541,6.309999942779541,1.0,0.06311625107905183,11801,1,א
283,284,"(35.20463967342179, 31.809406370493836)",135286,15994,38,801,הרא''ה/שדרות גולדה מאיר-ירושלים<->שמגר/ירמיהו-ירושלים-1ה,11801-1-ה,3,FF9933,Bus,6.949999809265137,6.949999809265137,1.0,0.06947260745548041,11801,1,ה
284,285,"(35.2009375174757, 31.81054584980534)",135287,15995,38,801,מירסקי/מינץ-ירושלים<->שמגר/ירמיהו-ירושלים-1ז,11801-1-ז,3,FF9933,Bus,7.079999923706055,7.079999923706055,1.0,0.07082681027552494,11801,1,ז
285,286,"(35.20021161309334, 31.810601064001848)",135288,15996,38,801,יצחק מירסקי/שדרות גולדה מאיר-ירושלים<->שמגר/ירמיהו-ירושלים-1ר,11801-1-ר,3,FF9933,Bus,6.679999828338623,6.510000228881836,0.9745509624481201,0.06676474964856279,11801,1,ר
286,287,"(35.2045101945259, 31.810142233476466)",135289,15997,38,801,מנחת יצחק/בית יעקב-ירושלים<->מינץ/רובין-ירושלים-2#,11801-2-#,3,FF9933,Bus,9.739999771118164,9.739999771118164,1.0,0.09740657291934031,11801,2,#
287,288,"(35.19574950540978, 31.77994497732719)",135290,20873,3,807,מסוף אגד/קדיש לוז-ירושלים<->שמגר/ירמיהו-ירושלים-1#,11807-1-#,3,FF9933,Bus,10.850000381469727,10.850000381469727,1.0,0.10848518754106617,11807,1,#
288,289,"(35.188605583364286, 31.775368570737992)",135394,34112,16,773,הפסגה/שד' הרצל-ירושלים<->המ''ג/ירמיהו-ירושלים-10,10773-1-0,3,FF9933,Bus,5.110000133514404,5.110000133514404,1.0,0.05108391946028502,10773,1,0
289,290,"(35.18794901602165, 31.775690140975904)",135395,34113,16,773,המ''ג/ירמיהו-ירושלים<->בית וגן/שדרות הרצל-ירושלים-20,10773-2-0,3,FF9933,Bus,5.559999942779541,5.559999942779541,1.0,0.05563770249194363,10773,2,0
290,291,"(35.20992012213258, 31.755214996747505)",135397,34115,16,793,ינובסקי/דרך חברון-ירושלים<->אגרות משה/חזון איש-ירושלים-10,11793-1-0,3,FF9933,Bus,24.329999923706055,24.329999923706055,1.0,0.2433485820393142,11793,1,0
291,292,"(35.207622439114594, 31.779878204371133)",135655,10173,3,9א,תחנה תפעולית/ביטוח לאומי-ירושלים<->קמפוס ספרא/מסוף הכניסה לאוניברסיטה-ירושלים-1#,14009-1-#,3,,Bus,6.659999847412109,6.659999847412109,1.0,0.06655071301555097,14009,1,#
292,293,"(35.2141582986762, 31.809362648459874)",135720,34141,38,61,מירסקי/מינץ-ירושלים<->מסוף הר הצופים/מרטין בובר-ירושלים-1#,27061-1-#,3,,Bus,14.470000267028809,14.470000267028809,1.0,0.14466276654513285,27061,1,#
293,294,"(35.21255763636574, 31.809845409302337)",135783,33665,38,61,מסוף הר הצופים/בנימין מזר-ירושלים<->מירסקי/מינץ-ירושלים-2#,27061-2-#,3,,Bus,14.260000228881836,14.260000228881836,1.0,0.14262371121335998,27061,2,#
294,295,"(35.196290493822985, 31.77208287154559)",135789,33285,16,31,מירסקי/מינץ-ירושלים<->מסוף גילה/המרגלית-ירושלים-10,15031-1-0,3,,Bus,22.8799991607666,22.8799991607666,1.0,0.22881315672834027,15031,1,0
295,296,"(35.19643647100579, 31.77186020832836)",135790,33286,16,31,מסוף גילה/המרגלית-ירושלים<->מירסקי/מינץ-ירושלים-20,15031-2-0,3,,Bus,23.299999237060547,23.299999237060547,1.0,0.2330038911759921,15031,2,0
296,297,"(35.19725462216391, 31.773361625441876)",135791,33287,16,31,מסוף גילה/המרגלית-ירושלים<->מירסקי/מינץ-ירושלים-21,15031-2-1,3,,Bus,21.950000762939453,21.950000762939453,1.0,0.21950416101955028,15031,2,1
297,298,"(35.20608168686164, 31.770354630643926)",135794,10398,3,17,אריה דולצ'ין/יעקב צור-ירושלים<->מסוף הר הצופים/מרטין בובר-ירושלים-1#,18017-1-#,3,,Bus,16.170000076293945,16.170000076293945,1.0,0.1616704012838042,18017,1,#
298,299,"(35.21969874624047, 31.8570428584199)",136006,20629,42,246,מעבר קלנדיה-ירושלים<->מעבר קלנדיה/הורדה-ירושלים-32,14246-3-2,3,,Bus,7.670000076293945,7.480000019073486,0.9752281308174133,0.07671933050451692,14246,3,2
299,300,"(35.16480351154008, 31.802069949877836)",136008,10661,4,155,הראל/יסמין-מבשרת ציון<->ת. מרכזית ירושלים/יפו-ירושלים-2א,11155-2-א,3,,Bus,15.84000015258789,4.78000020980835,0.3017676770687103,0.15835000208671896,11155,2,א
300,301,"(35.1746694998724, 31.76441347615693)",136033,10187,3,23,בית ספר פולינסקי/ד''ר רינגלבלום-ירושלים<->תחנת רכבת קלה הר הרצל-ירושלים-2#,14023-2-#,3,,Bus,8.09000015258789,8.09000015258789,1.0,0.08091334266075152,14023,2,#
301,302,"(35.17381613243131, 31.764217515642017)",136034,10188,3,23,בית ספר פולינסקי/ד''ר רינגלבלום-ירושלים<->בית ספר פולינסקי/ד''ר רינגלבלום-ירושלים-3#,14023-3-#,3,,Bus,13.859999656677246,13.859999656677246,1.0,0.13855960475311405,14023,3,#
302,303,"(35.2086001683784, 31.791090321957626)",136045,19374,3,904,חניון הלאום/שד' הנשיא השישי-ירושלים<->בי''ס בית יעקב/עזרת תורה-ירושלים-1#,10904-1-#,3,FF9933,Bus,4.380000114440918,4.380000114440918,1.0,0.0438409572959644,10904,1,#
303,304,"(35.21546998239474, 31.792769732594895)",136046,19163,3,901,בי''ס בית יעקב/עזרת תורה-ירושלים<->מלכי ישראל/הרב פלדמן-ירושלים-2#,11901-2-#,3,FF9933,Bus,2.450000047683716,2.450000047683716,1.0,0.024482801638512942,11901,2,#
304,305,"(35.18087910902298, 31.833466090740036)",136053,10636,4,131,ביטוח לאומי-ירושלים<->משה''ב-גבעת זאב-12,11131-1-2,3,,Bus,22.600000381469727,7.670000076293945,0.33938053250312805,0.22602686427284857,11131,1,2
305,306,"(35.18045306444287, 31.834933623887963)",136054,10640,4,132,ביטוח לאומי-ירושלים<->התן/השופר-גבעת זאב-1#,11132-1-#,3,,Bus,22.0,7.730000019073486,0.3513636291027069,0.22000838308495943,11132,1,#
306,307,"(35.18247119088704, 31.823872331680747)",136055,10641,4,132,קניון מלחה/א''ס מכבי-ירושלים<->התן/השופר-גבעת זאב-11,11132-1-1,3,,Bus,26.209999084472656,11.9399995803833,0.4555513262748718,0.26212048102629903,11132,1,1
307,308,"(35.14515381061218, 31.799059877374155)",136056,15520,34,189,מרכז לגיל הרך/הרב א.גורדון-קרית יערים<->גולדה/שלמה הלוי-ירושלים-20,11189-2-0,3,,Bus,20.020000457763672,7.71999979019165,0.3856143653392792,0.20021121476774242,11189,2,0
308,309,"(35.14213043452137, 31.799004378925186)",136058,33174,34,189,מרכז לגיל הרך/הרב א.גורדון-קרית יערים<->הרטום/שדרות גולדה מאיר-ירושלים-25,11189-2-5,3,,Bus,19.15999984741211,6.860000133514404,0.3580375909805298,0.1915500873091324,11189,2,5
309,310,"(35.161724070967786, 31.759047416287075)",136248,5920,3,150,תחנת רכבת קלה הר הרצל-ירושלים<->מזכירות/הברוש-עמינדב-1#,10150-1-#,3,,Bus,5.849999904632568,3.4000000953674316,0.5811966061592102,0.05847377914727576,10150,1,#
310,311,"(35.1621849760019, 31.759111473614144)",136249,5923,3,150,מזכירות/הברוש-עמינדב<->תחנת רכבת קלה הר הרצל-ירושלים-2#,10150-2-#,3,,Bus,5.800000190734863,3.4600000381469727,0.5965517163276672,0.05797009590868064,10150,2,#
311,312,"(35.194116343141694, 31.757772464922024)",136250,10795,3,10,האומן/ברעם-ירושלים<->תחנת רכבת קלה הר הרצל-ירושלים-1#,14010-1-#,3,,Bus,10.289999961853027,10.289999961853027,1.0,0.1029245903281749,14010,1,#
312,313,"(35.1926528345858, 31.757538139222657)",136251,10796,3,10,תחנת רכבת קלה הר הרצל-ירושלים<->האומן/ברעם-ירושלים-2#,14010-2-#,3,,Bus,10.640000343322754,10.640000343322754,1.0,0.10643864786594799,14010,2,#
313,314,"(35.18287072292518, 31.763681517833618)",136252,10201,3,26,היכל הספורט מלחה/אברהם שטרן-ירושלים<->היכל הספורט מלחה/אברהם שטרן-ירושלים-3#,15026-3-#,3,,Bus,7.869999885559082,7.869999885559082,1.0,0.07867237269339597,15026,3,#
314,315,"(35.180327901491495, 31.75725668485405)",136253,10202,3,26א,אקווריום ישראל-ירושלים<->אקווריום ישראל-ירושלים-3א,15026-3-א,3,,Bus,13.460000038146973,13.460000038146973,1.0,0.13457747721404129,15026,3,א
315,316,"(35.20843425566435, 31.768278946827397)",136337,23504,16,91,בי''ח הרצוג/גבעת שאול-ירושלים<->רב החובל/אדם-ירושלים-20,47091-2-0,3,,Bus,18.270000457763672,18.270000457763672,1.0,0.18268085483791444,47091,2,0
316,317,"(35.19948358214157, 31.7495362097367)",136459,33252,16,92,מסוף גילה/המרגלית-ירושלים<->מסוף גילה/המרגלית-ירושלים-30,39092-3-0,3,,Bus,24.989999771118164,24.989999771118164,1.0,0.24986014556730743,39092,3,0
317,318,"(35.20552860942102, 31.762615203319235)",136552,23532,16,506,תחנה תפעולית/היציאה מחניון חומת שמואל-ירושלים<->צומת רמות/גולדה-ירושלים-10,14506-1-0,3,,Bus,19.229999542236328,19.229999542236328,1.0,0.19234457851104753,14506,1,0
318,319,"(35.20721794639334, 31.7451254390676)",136554,33245,16,504,תחנה תפעולית/היציאה מחניון חומת שמואל-ירושלים<->מסוף חומת שמואל-ירושלים-30,15504-3-0,3,,Bus,27.479999542236328,27.479999542236328,1.0,0.274759773759568,15504,3,0
319,320,"(35.19268124361172, 31.753453423603457)",136725,33244,16,531,מסוף גילה/המרגלית-ירושלים<->מסוף גילה/המרגלית-ירושלים-30,12531-3-0,3,,Bus,20.780000686645508,20.780000686645508,1.0,0.20777385899923598,12531,3,0
320,321,"(35.23287675746964, 31.68709327336099)",136777,28874,4,376,אצטדיון טדי/א''ס ביתר-ירושלים<->תקוע ב-תקוע-1#,11376-1-#,3,,Bus,29.260000228881836,8.149999618530273,0.27853724360466003,0.2925515297377437,11376,1,#
321,322,"(35.22964014153575, 31.694776919350357)",136779,28884,4,366,היכל המשפט/אבא אבן-ירושלים<->תקוע ב-תקוע-1#,12366-1-#,3,,Bus,38.540000915527344,13.09000015258789,0.339647114276886,0.3854225232290202,12366,1,#
322,323,"(35.248399567004405, 31.849905857896154)",136783,26459,4,143,גבעת התחמושת/שרגאי-ירושלים<->מסוף תל ציון-כוכב יעקב-1#,11143-1-#,3,,Bus,21.540000915527344,6.619999885559082,0.30733516812324524,0.21543535032326946,11143,1,#
323,324,"(35.247693793635946, 31.848990744614373)",136784,28020,4,143,מסוף תל ציון-כוכב יעקב<->גבעת התחמושת/שרגאי-ירושלים-2#,11143-2-#,3,,Bus,22.18000030517578,7.239999771118164,0.3264201879501343,0.22179646051875548,11143,2,#
324,325,"(35.23833493775556, 31.84247363300904)",136785,28027,4,145,גשר המיתרים/שד' הרצל-ירושלים<->מסוף תל ציון-כוכב יעקב-1#,11145-1-#,3,,Bus,24.229999542236328,10.130000114440918,0.4180767834186554,0.24231715809454216,11145,1,#
325,326,"(35.23859671415633, 31.843072607535014)",136786,28028,4,145,מסוף תל ציון-כוכב יעקב<->בנייני האומה/שדרות שז''ר-ירושלים-2#,11145-2-#,3,,Bus,23.8700008392334,9.5600004196167,0.4005027413368225,0.23865280841720365,11145,2,#
326,327,"(35.194406640638384, 31.79552350258867)",136810,6060,3,786,שאולזון/משקלוב-ירושלים<->דרוק/קהילות יעקב-ירושלים-1#,10786-1-#,3,FF9933,Bus,10.930000305175781,10.930000305175781,1.0,0.10932372833370343,10786,1,#
327,328,"(35.19233409585694, 31.794733653873486)",136811,6061,3,786,דרוק/קהילות יעקב-ירושלים<->קצנלבוגן/הפלאה-ירושלים-2#,10786-2-#,3,FF9933,Bus,12.470000267028809,12.470000267028809,1.0,0.12468071380141396,10786,2,#
328,329,"(35.18572805943331, 31.78772376342354)",136812,16016,3,812,שאולזון/רוזנטל-ירושלים<->מלכי ישראל/תחכמוני-ירושלים-1ח,10812-1-ח,3,FF9933,Bus,6.889999866485596,6.889999866485596,1.0,0.06888334621471384,10812,1,ח
329,330,"(35.18397787862668, 31.787752228481786)",136813,16017,3,812,מלכי ישראל/הרב פלדמן-ירושלים<->קצנלבוגן/הפלאה-ירושלים-2#,10812-2-#,3,FF9933,Bus,8.229999542236328,8.229999542236328,1.0,0.08226536581297038,10812,2,#
330,331,"(35.19910932705806, 31.792403134368122)",136814,6072,3,794,כפר שאול/קצנלבוגן-ירושלים<->אגרות משה/חזון איש-ירושלים-1#,11794-1-#,3,FF9933,Bus,12.949999809265137,12.949999809265137,1.0,0.1295411476288892,11794,1,#
331,332,"(35.22259480572478, 31.805118246824865)",136818,12390,3,65,מסוף הר נוף/כנפי נשרים-ירושלים<->חיל האויר/הסיירת הירושלמית-ירושלים-2א,12065-2-א,3,,Bus,11.369999885559082,11.369999885559082,1.0,0.11367693428212225,12065,2,א
332,333,"(35.22166930173068, 31.804512946517068)",136819,12391,3,65,מסוף הר נוף/כנפי נשרים-ירושלים<->חיל האויר/הסיירת הירושלמית-ירושלים-2ב,12065-2-ב,3,,Bus,11.65999984741211,11.65999984741211,1.0,0.11658140162582831,12065,2,ב
333,334,"(35.23958356329573, 31.87541140558507)",136851,28023,4,140,גשר המיתרים/שד' הרצל-ירושלים<->מסוף בית אל-בית אל-1#,11140-1-#,3,,Bus,34.869998931884766,9.109999656677246,0.2612560987472534,0.3487243158778514,11140,1,#
334,335,"(35.23924045707245, 31.87451057536173)",136852,28024,4,140,מסוף בית אל-בית אל<->בנייני האומה/שדרות שז''ר-ירושלים-2#,11140-2-#,3,,Bus,34.939998626708984,9.199999809265137,0.2633085250854492,0.3493920088930557,11140,2,#
335,336,"(35.240053568425786, 31.87382777243548)",136853,28025,4,141,גשר המיתרים/שד' הרצל-ירושלים<->מסוף בית אל-בית אל-1#,13141-1-#,3,,Bus,33.790000915527344,9.109999656677246,0.2696063816547394,0.3378634772044586,13141,1,#
336,337,"(35.239670669167936, 31.87301348193664)",136854,28026,4,141,מסוף בית אל-בית אל<->בנייני האומה/שדרות שז''ר-ירושלים-2#,13141-2-#,3,,Bus,33.93000030517578,9.199999809265137,0.2711464762687683,0.33926577202554037,13141,2,#
337,338,"(35.206026012288625, 31.81400228779367)",136865,34459,38,86,מירסקי/מינץ-ירושלים<->חזון איש/הרב רפאל ברוך טולדנו-ירושלים-1#,36086-1-#,3,,Bus,12.680000305175781,12.510000228881836,0.9865930676460266,0.12679218459486494,36086,1,#
338,339,"(35.20617849147951, 31.81420051897484)",136866,34460,38,86,חזון איש/מסוף רמת שלמה-ירושלים<->מירסקי/מינץ-ירושלים-2#,36086-2-#,3,,Bus,12.619999885559082,12.510000228881836,0.9912837147712708,0.12624420191043134,36086,2,#
339,340,"(35.21783954192513, 31.820092859611858)",136867,34461,38,81,הרב ש''י זווין/הרב וינוגרד-ירושלים<->מירסקי/מינץ-ירושלים-1#,44081-1-#,3,,Bus,18.979999542236328,18.760000228881836,0.9884088635444641,0.18980543290968632,44081,1,#
340,341,"(35.21786504194694, 31.819963727012382)",136868,34462,38,81,מירסקי/מינץ-ירושלים<->וינוגרד/זווין-ירושלים-2#,44081-2-#,3,,Bus,19.75,19.479999542236328,0.9863290786743164,0.19754361275745644,44081,2,#
