,route_desc,stop_code,StationOrder,trip_km_fact,stop_name,stop_lat,stop_lon
0,31077-2-1,1098,16,14.21,קרן היסוד/אחד העם,31.773638,35.219473
1,10106-2-#,1098,57,21.083,קרן היסוד/אחד העם,31.773638,35.219473
2,10102-1-#,1098,33,16.327,קרן היסוד/אחד העם,31.773638,35.219473
3,31077-2-0,1098,16,12.906,קרן היסוד/אחד העם,31.773638,35.219473
4,11209-1-#,1098,12,32.994,קרן היסוד/אחד העם,31.773638,35.219473
5,17072-2-0,1098,27,19.627,קרן היסוד/אחד העם,31.773638,35.219473
6,17071-2-0,1098,28,21.221,קרן היסוד/אחד העם,31.773638,35.219473
7,18007-1-#,1098,15,12.697,קרן היסוד/אחד העם,31.773638,35.219473
8,12265-2-#,1098,23,35.548,קרן היסוד/אחד העם,31.773638,35.219473
9,19075-1-0,1098,31,17.248,קרן היסוד/אחד העם,31.773638,35.219473
10,17108-1-#,1098,15,19.35,קרן היסוד/אחד העם,31.773638,35.219473
11,11264-2-#,1098,52,54.627,קרן היסוד/אחד העם,31.773638,35.219473
12,21078-1-1,1098,31,13.841,קרן היסוד/אחד העם,31.773638,35.219473
13,10107-1-#,1098,42,21.389,קרן היסוד/אחד העם,31.773638,35.219473
14,11103-1-#,1098,15,22.225,קרן היסוד/אחד העם,31.773638,35.219473
15,18074-1-0,1098,27,20.604,קרן היסוד/אחד העם,31.773638,35.219473
16,21078-1-0,1098,29,12.901,קרן היסוד/אחד העם,31.773638,35.219473
17,23034-2-#,1098,15,11.605,קרן היסוד/אחד העם,31.773638,35.219473
18,18007-1-א,1098,18,15.126,קרן היסוד/אחד העם,31.773638,35.219473
19,22066-1-#,1622,32,17.193,ככר הדוידקה/הנביאים,31.785078,35.215587
20,18074-1-0,1622,31,20.604,ככר הדוידקה/הנביאים,31.785078,35.215587
21,13045-2-#,1622,29,13.382,ככר הדוידקה/הנביאים,31.785078,35.215587
22,21078-1-1,1622,35,13.841,ככר הדוידקה/הנביאים,31.785078,35.215587
23,11209-2-#,1622,66,34.694,ככר הדוידקה/הנביאים,31.785078,35.215587
24,10267-2-#,1622,60,33.16,ככר הדוידקה/הנביאים,31.785078,35.215587
25,13211-2-א,1622,56,36.876,ככר הדוידקה/הנביאים,31.785078,35.215587
26,11269-2-1,1622,29,35.296,ככר הדוידקה/הנביאים,31.785078,35.215587
27,22066-1-א,1622,35,17.455,ככר הדוידקה/הנביאים,31.785078,35.215587
28,12025-2-ב,1622,40,16.265,ככר הדוידקה/הנביאים,31.785078,35.215587
29,18007-1-#,1622,19,12.697,ככר הדוידקה/הנביאים,31.785078,35.215587
30,21078-1-0,1622,33,12.901,ככר הדוידקה/הנביאים,31.785078,35.215587
31,13270-2-#,1622,35,34.487,ככר הדוידקה/הנביאים,31.785078,35.215587
32,18018-2-#,1622,31,11.794,ככר הדוידקה/הנביאים,31.785078,35.215587
33,12890-1-#,1622,22,11.382,ככר הדוידקה/הנביאים,31.785078,35.215587
34,18007-1-א,1622,22,15.126,ככר הדוידקה/הנביאים,31.785078,35.215587
35,19075-1-0,1622,35,17.248,ככר הדוידקה/הנביאים,31.785078,35.215587
36,12025-2-#,1622,28,12.041,ככר הדוידקה/הנביאים,31.785078,35.215587
37,11103-2-#,1622,44,21.162,ככר הדוידקה/הנביאים,31.785078,35.215587
38,16217-2-0,1622,6,41.813,ככר הדוידקה/הנביאים,31.785078,35.215587
39,39092-3-0,1622,40,12.991,ככר הדוידקה/הנביאים,31.785078,35.215587
40,21284-1-0,5235,21,35.856,שלמון/הרי יהודה,31.715909,35.097111
41,12184-1-0,5235,30,41.509,שלמון/הרי יהודה,31.715909,35.097111
42,12192-1-0,5235,16,35.412,שלמון/הרי יהודה,31.715909,35.097111
43,11194-1-0,5235,39,50.911,שלמון/הרי יהודה,31.715909,35.097111
44,10102-2-#,1083,12,17.173,קרן היסוד/שלום עליכם,31.772563,35.221077
45,31077-1-0,1083,24,12.96,קרן היסוד/שלום עליכם,31.772563,35.221077
46,18018-1-#,1083,12,12.368,קרן היסוד/שלום עליכם,31.772563,35.221077
47,17072-1-0,1083,30,19.564,קרן היסוד/שלום עליכם,31.772563,35.221077
48,11103-2-#,1083,48,21.162,קרן היסוד/שלום עליכם,31.772563,35.221077
49,17108-2-#,1083,35,17.661,קרן היסוד/שלום עליכם,31.772563,35.221077
50,18007-2-א,1083,22,14.862,קרן היסוד/שלום עליכם,31.772563,35.221077
51,11209-2-#,1083,70,34.694,קרן היסוד/שלום עליכם,31.772563,35.221077
52,31077-1-1,1083,26,14.234,קרן היסוד/שלום עליכם,31.772563,35.221077
53,11260-1-#,1083,11,54.082,קרן היסוד/שלום עליכם,31.772563,35.221077
54,11264-1-#,1083,12,56.8,קרן היסוד/שלום עליכם,31.772563,35.221077
55,12265-1-#,1083,11,37.736,קרן היסוד/שלום עליכם,31.772563,35.221077
56,10107-2-#,1083,12,23.918,קרן היסוד/שלום עליכם,31.772563,35.221077
57,21078-2-0,1083,12,12.625,קרן היסוד/שלום עליכם,31.772563,35.221077
58,18074-2-0,1083,33,20.016,קרן היסוד/שלום עליכם,31.772563,35.221077
59,17071-1-0,1083,30,21.336,קרן היסוד/שלום עליכם,31.772563,35.221077
60,18007-2-#,1083,22,12.243,קרן היסוד/שלום עליכם,31.772563,35.221077
61,10106-1-#,1083,12,21.762,קרן היסוד/שלום עליכם,31.772563,35.221077
62,19075-2-0,1083,16,17.193,קרן היסוד/שלום עליכם,31.772563,35.221077
63,21078-2-1,1083,12,13.305,קרן היסוד/שלום עליכם,31.772563,35.221077
64,23034-1-#,1083,23,10.75,קרן היסוד/שלום עליכם,31.772563,35.221077
65,13221-1-#,60087,23,33.037,עירייה,31.699203,35.125073
66,12295-1-#,60087,44,34.968,עירייה,31.699203,35.125073
67,11224-1-#,60087,23,27.79,עירייה,31.699203,35.125073
68,14226-1-7,60087,16,27.567,עירייה,31.699203,35.125073
69,13290-1-1,60087,16,23.501,עירייה,31.699203,35.125073
70,12291-1-#,60087,19,24.993,עירייה,31.699203,35.125073
71,14226-1-#,60087,24,29.464,עירייה,31.699203,35.125073
72,14296-1-#,60087,44,31.585,עירייה,31.699203,35.125073
73,12291-1-9,60087,19,39.435,עירייה,31.699203,35.125073
74,12291-1-1,60087,11,22.454,עירייה,31.699203,35.125073
75,14226-1-9,60087,24,44.309,עירייה,31.699203,35.125073
76,16222-1-#,60087,23,30.199,עירייה,31.699203,35.125073
77,11225-1-#,60087,24,29.275,עירייה,31.699203,35.125073
78,13290-1-#,60087,24,25.4,עירייה,31.699203,35.125073
79,13290-1-9,60087,24,39.839,עירייה,31.699203,35.125073
80,13290-1-9,60068,5,39.839,מתנ''ס עירוני/רבי נחמן מברסלב,31.69608,35.117525
81,12295-1-#,60068,25,34.968,מתנ''ס עירוני/רבי נחמן מברסלב,31.69608,35.117525
82,11224-1-#,60068,4,27.79,מתנ''ס עירוני/רבי נחמן מברסלב,31.69608,35.117525
83,13221-1-#,60068,4,33.037,מתנ''ס עירוני/רבי נחמן מברסלב,31.69608,35.117525
84,12291-2-#,60068,18,25.216,מתנ''ס עירוני/רבי נחמן מברסלב,31.69608,35.117525
85,16222-1-#,60068,4,30.199,מתנ''ס עירוני/רבי נחמן מברסלב,31.69608,35.117525
86,11225-1-#,60068,5,29.275,מתנ''ס עירוני/רבי נחמן מברסלב,31.69608,35.117525
87,14226-1-#,60068,5,29.464,מתנ''ס עירוני/רבי נחמן מברסלב,31.69608,35.117525
88,14226-1-9,60068,5,44.309,מתנ''ס עירוני/רבי נחמן מברסלב,31.69608,35.117525
89,13290-1-#,60068,5,25.4,מתנ''ס עירוני/רבי נחמן מברסלב,31.69608,35.117525
90,14296-1-#,60068,25,31.585,מתנ''ס עירוני/רבי נחמן מברסלב,31.69608,35.117525
91,15019-1-ד,942,6,15.641,פארק פישמן/גולומב,31.759924,35.178872
92,15019-1-7,942,6,14.741,פארק פישמן/גולומב,31.759924,35.178872
93,10791-2-#,942,33,20.346,פארק פישמן/גולומב,31.759924,35.178872
94,15019-1-#,942,8,15.717,פארק פישמן/גולומב,31.759924,35.178872
95,15019-1-א,942,8,16.617,פארק פישמן/גולומב,31.759924,35.178872
96,21003-1-ץ,187,7,26.234,שאולזון/משקלוב,31.789146,35.172418
97,10822-1-0,187,7,10.706,שאולזון/משקלוב,31.789146,35.172418
98,13052-2-א,187,51,16.605,שאולזון/משקלוב,31.789146,35.172418
99,13334-2-0,187,7,45.91,שאולזון/משקלוב,31.789146,35.172418
100,11842-1-8,187,2,12.252,שאולזון/משקלוב,31.789146,35.172418
101,10314-2-0,187,7,46.849,שאולזון/משקלוב,31.789146,35.172418
102,18074-2-0,187,7,20.016,שאולזון/משקלוב,31.789146,35.172418
103,10324-2-0,187,7,45.603,שאולזון/משקלוב,31.789146,35.172418
104,10802-1-ע,187,2,6.973,שאולזון/משקלוב,31.789146,35.172418
105,13033-1-ה,187,7,20.532,שאולזון/משקלוב,31.789146,35.172418
106,11842-2-9,187,16,13.627,שאולזון/משקלוב,31.789146,35.172418
107,13033-1-ו,187,7,21.942,שאולזון/משקלוב,31.789146,35.172418
108,13052-2-#,187,49,16.135,שאולזון/משקלוב,31.789146,35.172418
109,13033-1-#,187,7,21.046,שאולזון/משקלוב,31.789146,35.172418
110,11794-1-#,187,7,13.043,שאולזון/משקלוב,31.789146,35.172418
111,10754-2-9,187,23,10.404,שאולזון/משקלוב,31.789146,35.172418
112,10786-1-#,187,1,11.084,שאולזון/משקלוב,31.789146,35.172418
113,10812-1-ח,187,2,6.884,שאולזון/משקלוב,31.789146,35.172418
114,10344-2-0,187,7,48.121,שאולזון/משקלוב,31.789146,35.172418
115,17055-2-#,187,29,11.812,שאולזון/משקלוב,31.789146,35.172418
116,34001-1-ח,187,7,20.453,שאולזון/משקלוב,31.789146,35.172418
117,12890-2-#,187,8,4.83,שאולזון/משקלוב,31.789146,35.172418
118,10784-2-#,232,25,14.035,קצנלבוגן/מעלות בוסטון,31.788077,35.173651
119,10802-2-#,232,19,8.278,קצנלבוגן/מעלות בוסטון,31.788077,35.173651
120,13033-2-ב,232,52,21.259,קצנלבוגן/מעלות בוסטון,31.788077,35.173651
121,13245-1-#,232,42,28.14,קצנלבוגן/מעלות בוסטון,31.788077,35.173651
122,10754-1-9,232,13,9.566,קצנלבוגן/מעלות בוסטון,31.788077,35.173651
123,13033-2-ו,232,58,22.673,קצנלבוגן/מעלות בוסטון,31.788077,35.173651
124,10822-2-0,232,24,10.423,קצנלבוגן/מעלות בוסטון,31.788077,35.173651
125,12295-1-#,232,67,34.968,קצנלבוגן/מעלות בוסטון,31.788077,35.173651
126,13052-1-#,232,13,15.856,קצנלבוגן/מעלות בוסטון,31.788077,35.173651
127,10786-2-#,232,18,12.661,קצנלבוגן/מעלות בוסטון,31.788077,35.173651
128,10812-2-#,232,23,8.349,קצנלבוגן/מעלות בוסטון,31.788077,35.173651
129,13245-1-9,232,39,42.986,קצנלבוגן/מעלות בוסטון,31.788077,35.173651
130,17055-1-#,232,13,11.228,קצנלבוגן/מעלות בוסטון,31.788077,35.173651
131,13052-1-א,232,13,16.605,קצנלבוגן/מעלות בוסטון,31.788077,35.173651
132,13033-2-#,232,53,21.858,קצנלבוגן/מעלות בוסטון,31.788077,35.173651
133,11225-1-#,232,47,29.275,קצנלבוגן/מעלות בוסטון,31.788077,35.173651
134,13033-2-ח,232,28,10.839,קצנלבוגן/מעלות בוסטון,31.788077,35.173651
135,11794-2-#,232,30,17.909,קצנלבוגן/מעלות בוסטון,31.788077,35.173651
136,18074-1-0,232,57,20.604,קצנלבוגן/מעלות בוסטון,31.788077,35.173651
137,17055-3-#,232,13,11.567,קצנלבוגן/מעלות בוסטון,31.788077,35.173651
138,11156-2-1,3675,17,17.186,שד.החושן/נופך,31.807599,35.161785
139,11153-2-#,3675,16,18.248,שד.החושן/נופך,31.807599,35.161785
140,10104-2-#,3675,19,20.811,שד.החושן/נופך,31.807599,35.161785
141,11156-1-#,3675,11,16.951,שד.החושן/נופך,31.807599,35.161785
142,11156-2-#,3675,17,14.614,שד.החושן/נופך,31.807599,35.161785
143,11153-1-#,3675,21,20.161,שד.החושן/נופך,31.807599,35.161785
144,11156-1-1,3675,17,18.996,שד.החושן/נופך,31.807599,35.161785
145,10104-1-#,3675,41,37.427,שד.החושן/נופך,31.807599,35.161785
146,11155-2-א,3675,17,15.835,שד.החושן/נופך,31.807599,35.161785
147,13211-2-א,63734,3,36.876,זריחה/קשת,31.753834,35.312382
148,10763-1-9,4009,9,4.912,צומת רמות/גולדה,31.808253,35.204001
149,10757-1-9,4009,8,5.221,צומת רמות/גולדה,31.808253,35.204001
150,14136-2-0,4009,5,7.466,צומת רמות/גולדה,31.808253,35.204001
151,12811-1-ר,4009,10,7.888,צומת רמות/גולדה,31.808253,35.204001
152,12137-2-#,4009,24,15.765,צומת רמות/גולדה,31.808253,35.204001
153,10803-1-ד,4009,10,6.546,צומת רמות/גולדה,31.808253,35.204001
154,12237-2-#,4009,8,35.968,צומת רמות/גולדה,31.808253,35.204001
155,11132-2-1,4009,34,26.246,צומת רמות/גולדה,31.808253,35.204001
156,13064-2-ב,4009,17,11.089,צומת רמות/גולדה,31.808253,35.204001
157,11541-1-#,4009,28,17.788,צומת רמות/גולדה,31.808253,35.204001
158,12345-2-#,4009,22,25.613,צומת רמות/גולדה,31.808253,35.204001
159,11135-2-#,4009,31,22.076,צומת רמות/גולדה,31.808253,35.204001
160,12821-1-#,4009,23,15.836,צומת רמות/גולדה,31.808253,35.204001
161,12716-1-#,4009,27,16.836,צומת רמות/גולדה,31.808253,35.204001
162,13042-1-ז,4009,11,20.435,צומת רמות/גולדה,31.808253,35.204001
163,44081-2-#,4009,27,19.983,צומת רמות/גולדה,31.808253,35.204001
164,13064-2-#,4009,17,13.396,צומת רמות/גולדה,31.808253,35.204001
165,10760-1-8,4009,11,11.025,צומת רמות/גולדה,31.808253,35.204001
166,11783-2-#,4009,2,7.783,צומת רמות/גולדה,31.808253,35.204001
167,10803-1-ט,4009,13,7.261,צומת רמות/גולדה,31.808253,35.204001
168,11971-1-#,4009,25,11.559,צומת רמות/גולדה,31.808253,35.204001
169,36086-1-#,4009,21,12.836,צומת רמות/גולדה,31.808253,35.204001
170,13036-1-#,4009,17,9.498,צומת רמות/גולדה,31.808253,35.204001
171,16217-1-0,4009,22,41.365,צומת רמות/גולדה,31.808253,35.204001
172,11823-1-0,4009,20,14.124,צומת רמות/גולדה,31.808253,35.204001
173,18129-2-#,4009,44,37.257,צומת רמות/גולדה,31.808253,35.204001
174,27061-1-#,4009,26,14.549,צומת רמות/גולדה,31.808253,35.204001
175,11801-1-ז,4009,8,7.21,צומת רמות/גולדה,31.808253,35.204001
176,10813-1-צ,4009,11,7.785,צומת רמות/גולדה,31.808253,35.204001
177,30062-1-0,4009,17,9.329,צומת רמות/גולדה,31.808253,35.204001
178,11801-1-ר,4009,8,6.849,צומת רמות/גולדה,31.808253,35.204001
179,17108-2-#,4009,25,17.661,צומת רמות/גולדה,31.808253,35.204001
180,14860-1-#,4009,25,10.615,צומת רמות/גולדה,31.808253,35.204001
181,12811-1-ע,4009,17,9.156,צומת רמות/גולדה,31.808253,35.204001
182,16057-1-ז,4009,23,16.298,צומת רמות/גולדה,31.808253,35.204001
183,10760-1-9,4009,15,11.869,צומת רמות/גולדה,31.808253,35.204001
184,11793-2-0,4009,3,27.756,צומת רמות/גולדה,31.808253,35.204001
185,11123-2-#,4009,44,27.534,צומת רמות/גולדה,31.808253,35.204001
186,12811-1-י,4009,12,7.728,צומת רמות/גולדה,31.808253,35.204001
187,10122-2-#,4009,43,31.621,צומת רמות/גולדה,31.808253,35.204001
188,11801-1-ה,4009,12,7.083,צומת רמות/גולדה,31.808253,35.204001
189,14506-2-0,4009,2,20.781,צומת רמות/גולדה,31.808253,35.204001
190,11801-1-א,4009,12,6.443,צומת רמות/גולדה,31.808253,35.204001
191,10516-1-0,4009,8,15.348,צומת רמות/גולדה,31.808253,35.204001
192,15031-1-0,4009,16,23.586,צומת רמות/גולדה,31.808253,35.204001
193,11131-2-2,4009,35,23.148,צומת רמות/גולדה,31.808253,35.204001
194,10791-2-#,4009,2,20.346,צומת רמות/גולדה,31.808253,35.204001
195,10756-1-9,4009,13,5.854,צומת רמות/גולדה,31.808253,35.204001
196,11145-2-#,4009,17,24.276,צומת רמות/גולדה,31.808253,35.204001
197,10813-1-כ,4009,14,7.857,צומת רמות/גולדה,31.808253,35.204001
198,10784-2-#,4009,2,14.035,צומת רמות/גולדה,31.808253,35.204001
199,10762-1-9,4009,21,7.28,צומת רמות/גולדה,31.808253,35.204001
200,10130-2-#,4009,10,15.145,צומת רמות/גולדה,31.808253,35.204001
201,11133-2-#,4009,27,18.843,צומת רמות/גולדה,31.808253,35.204001
202,13042-1-#,4009,11,20.97,צומת רמות/גולדה,31.808253,35.204001
203,13221-2-#,4009,21,33.007,צומת רמות/גולדה,31.808253,35.204001
204,12241-2-#,4009,21,31.957,צומת רמות/גולדה,31.808253,35.204001
205,10105-2-#,4009,31,25.378,צומת רמות/גולדה,31.808253,35.204001
206,10134-2-#,4009,23,18.782,צומת רמות/גולדה,31.808253,35.204001
207,17072-1-0,4009,16,19.564,צומת רמות/גולדה,31.808253,35.204001
208,17071-1-0,4009,16,21.336,צומת רמות/גולדה,31.808253,35.204001
209,10756-1-8,4009,12,5.086,צומת רמות/גולדה,31.808253,35.204001
210,16056-1-#,4009,22,9.464,צומת רמות/גולדה,31.808253,35.204001
211,11132-2-#,4009,34,21.009,צומת רמות/גולדה,31.808253,35.204001
212,12067-1-א,4009,22,10.997,צומת רמות/גולדה,31.808253,35.204001
213,13121-2-#,4009,18,25.106,צומת רמות/גולדה,31.808253,35.204001
214,12067-1-#,4009,22,13.414,צומת רמות/גולדה,31.808253,35.204001
215,16056-3-#,4009,22,9.305,צומת רמות/גולדה,31.808253,35.204001
216,30062-3-0,4009,17,10.044,צומת רמות/גולדה,31.808253,35.204001
217,14580-3-0,4009,2,3.909,צומת רמות/גולדה,31.808253,35.204001
218,13036-3-#,4009,17,9.579,צומת רמות/גולדה,31.808253,35.204001
219,22066-2-ז,5951,18,15.881,שדרות בר לב/זקס,31.790378,35.22673
220,13270-1-#,5951,12,34.162,שדרות בר לב/זקס,31.790378,35.22673
221,15019-1-א,5951,31,16.617,שדרות בר לב/זקס,31.790378,35.22673
222,22066-2-א,5951,18,16.166,שדרות בר לב/זקס,31.790378,35.22673
223,15019-1-ד,5951,29,15.641,שדרות בר לב/זקס,31.790378,35.22673
224,11209-1-#,5951,20,32.994,שדרות בר לב/זקס,31.790378,35.22673
225,16239-1-#,5951,27,26.327,שדרות בר לב/זקס,31.790378,35.22673
226,10124-1-#,5951,16,26.741,שדרות בר לב/זקס,31.790378,35.22673
227,13211-1-א,5951,11,36.091,שדרות בר לב/זקס,31.790378,35.22673
228,13211-1-#,5951,11,27.13,שדרות בר לב/זקס,31.790378,35.22673
229,15019-1-7,5951,25,14.741,שדרות בר לב/זקס,31.790378,35.22673
230,11103-1-#,5951,23,22.225,שדרות בר לב/זקס,31.790378,35.22673
231,15019-1-#,5951,27,15.717,שדרות בר לב/זקס,31.790378,35.22673
232,15019-1-5,5951,17,10.498,שדרות בר לב/זקס,31.790378,35.22673
233,30030-2-#,5951,53,21.349,שדרות בר לב/זקס,31.790378,35.22673
234,15019-1-6,5951,20,11.397,שדרות בר לב/זקס,31.790378,35.22673
235,11269-1-1,5951,12,35.71,שדרות בר לב/זקס,31.790378,35.22673
236,15125-1-#,5951,16,20.693,שדרות בר לב/זקס,31.790378,35.22673
237,11517-1-0,5951,25,15.732,שדרות בר לב/זקס,31.790378,35.22673
238,13042-2-א,6077,18,11.531,קמפוס ספרא/המכון למדעי החיים,31.771404,35.196388
239,13042-2-#,6077,18,21.26,קמפוס ספרא/המכון למדעי החיים,31.771404,35.196388
240,18007-2-#,6077,3,12.243,קמפוס ספרא/המכון למדעי החיים,31.771404,35.196388
241,10735-1-0,6077,35,11.799,קמפוס ספרא/המכון למדעי החיים,31.771404,35.196388
242,13068-2-#,6077,3,11.054,קמפוס ספרא/המכון למדעי החיים,31.771404,35.196388
243,18007-2-א,6077,3,14.862,קמפוס ספרא/המכון למדעי החיים,31.771404,35.196388
244,10104-2-#,5843,1,20.811,שדרות החוצבים/מצפה הבירה,31.793506,35.145647
245,10104-1-#,5843,63,37.427,שדרות החוצבים/מצפה הבירה,31.793506,35.145647
246,11152-2-#,5843,1,15.199,שדרות החוצבים/מצפה הבירה,31.793506,35.145647
247,11153-1-#,5843,6,20.161,שדרות החוצבים/מצפה הבירה,31.793506,35.145647
248,12159-2-#,5843,1,13.718,שדרות החוצבים/מצפה הבירה,31.793506,35.145647
249,12039-1-א,4218,16,13.793,בנייני האומה/שז''ר,31.787799,35.202644
250,11131-2-2,4218,37,23.148,בנייני האומה/שז''ר,31.787799,35.202644
251,10812-1-ה,4218,19,6.368,בנייני האומה/שז''ר,31.787799,35.202644
252,11131-1-2,4218,2,23.232,בנייני האומה/שז''ר,31.787799,35.202644
253,13387-2-0,4218,23,23.128,בנייני האומה/שז''ר,31.787799,35.202644
254,16180-2-0,4218,4,6.609,בנייני האומה/שז''ר,31.787799,35.202644
255,12188-2-0,4218,9,11.326,בנייני האומה/שז''ר,31.787799,35.202644
256,10267-1-#,4218,1,34.009,בנייני האומה/שז''ר,31.787799,35.202644
257,11132-2-#,4218,36,21.009,בנייני האומה/שז''ר,31.787799,35.202644
258,11133-2-#,4218,36,18.843,בנייני האומה/שז''ר,31.787799,35.202644
259,11132-1-#,4218,2,22.616,בנייני האומה/שז''ר,31.787799,35.202644
260,16217-1-0,4218,25,41.365,בנייני האומה/שז''ר,31.787799,35.202644
261,11132-1-1,4218,3,27.098,בנייני האומה/שז''ר,31.787799,35.202644
262,10104-2-#,4218,41,20.811,בנייני האומה/שז''ר,31.787799,35.202644
263,17108-2-#,4218,27,17.661,בנייני האומה/שז''ר,31.787799,35.202644
264,15014-2-#,4218,35,12.164,בנייני האומה/שז''ר,31.787799,35.202644
265,11185-2-2,4218,17,17.044,בנייני האומה/שז''ר,31.787799,35.202644
266,12195-2-1,4218,20,18.683,בנייני האומה/שז''ר,31.787799,35.202644
267,10130-1-#,4218,2,15.312,בנייני האומה/שז''ר,31.787799,35.202644
268,11186-2-0,4218,11,21.08,בנייני האומה/שז''ר,31.787799,35.202644
269,13472-2-#,4218,25,25.633,בנייני האומה/שז''ר,31.787799,35.202644
270,12195-2-0,4218,17,16.343,בנייני האומה/שז''ר,31.787799,35.202644
271,10105-2-#,4218,33,25.378,בנייני האומה/שז''ר,31.787799,35.202644
272,11185-2-0,4218,13,14.704,בנייני האומה/שז''ר,31.787799,35.202644
273,11135-1-#,4218,2,23.189,בנייני האומה/שז''ר,31.787799,35.202644
274,11135-2-#,4218,33,22.076,בנייני האומה/שז''ר,31.787799,35.202644
275,12039-1-#,4218,16,14.441,בנייני האומה/שז''ר,31.787799,35.202644
276,12188-2-2,4218,14,13.666,בנייני האומה/שז''ר,31.787799,35.202644
277,10134-2-#,4218,32,18.782,בנייני האומה/שז''ר,31.787799,35.202644
278,10130-2-#,4218,12,15.145,בנייני האומה/שז''ר,31.787799,35.202644
279,21003-1-ץ,4218,85,26.234,בנייני האומה/שז''ר,31.787799,35.202644
280,11132-2-1,4218,36,26.246,בנייני האומה/שז''ר,31.787799,35.202644
281,10812-1-ח,4218,20,6.884,בנייני האומה/שז''ר,31.787799,35.202644
282,10786-1-#,195,10,11.084,רוזנטל/שאולזון,31.790435,35.177365
283,13033-1-#,195,16,21.046,רוזנטל/שאולזון,31.790435,35.177365
284,13245-2-#,195,8,27.349,רוזנטל/שאולזון,31.790435,35.177365
285,18074-2-0,195,16,20.016,רוזנטל/שאולזון,31.790435,35.177365
286,13334-2-0,195,15,45.91,רוזנטל/שאולזון,31.790435,35.177365
287,10802-1-ב,195,8,5.975,רוזנטל/שאולזון,31.790435,35.177365
288,10812-1-ה,195,9,6.368,רוזנטל/שאולזון,31.790435,35.177365
289,13033-1-ו,195,16,21.942,רוזנטל/שאולזון,31.790435,35.177365
290,21003-1-ץ,195,16,26.234,רוזנטל/שאולזון,31.790435,35.177365
291,10784-1-#,195,9,12.407,רוזנטל/שאולזון,31.790435,35.177365
292,13052-2-א,195,60,16.605,רוזנטל/שאולזון,31.790435,35.177365
293,10812-1-ח,195,11,6.884,רוזנטל/שאולזון,31.790435,35.177365
294,10324-2-0,195,15,45.603,רוזנטל/שאולזון,31.790435,35.177365
295,11972-2-#,195,13,6.295,רוזנטל/שאולזון,31.790435,35.177365
296,10902-2-#,195,31,8.588,רוזנטל/שאולזון,31.790435,35.177365
297,34001-1-ח,195,16,20.453,רוזנטל/שאולזון,31.790435,35.177365
298,12890-2-#,195,16,4.83,רוזנטל/שאולזון,31.790435,35.177365
299,10822-1-0,195,15,10.706,רוזנטל/שאולזון,31.790435,35.177365
300,10802-1-ע,195,10,6.973,רוזנטל/שאולזון,31.790435,35.177365
301,11794-1-#,195,16,13.043,רוזנטל/שאולזון,31.790435,35.177365
302,13033-1-ה,195,16,20.532,רוזנטל/שאולזון,31.790435,35.177365
303,11225-2-#,195,8,28.551,רוזנטל/שאולזון,31.790435,35.177365
304,10902-1-#,195,9,9.021,רוזנטל/שאולזון,31.790435,35.177365
305,11842-1-8,195,11,12.252,רוזנטל/שאולזון,31.790435,35.177365
306,10754-2-9,195,31,10.404,רוזנטל/שאולזון,31.790435,35.177365
307,13052-2-#,195,58,16.135,רוזנטל/שאולזון,31.790435,35.177365
308,10344-2-0,195,15,48.121,רוזנטל/שאולזון,31.790435,35.177365
309,12295-2-#,195,8,34.429,רוזנטל/שאולזון,31.790435,35.177365
310,11842-1-9,195,9,11.254,רוזנטל/שאולזון,31.790435,35.177365
311,10314-2-0,195,15,46.849,רוזנטל/שאולזון,31.790435,35.177365
312,11842-2-9,195,25,13.627,רוזנטל/שאולזון,31.790435,35.177365
313,17055-2-#,195,38,11.812,רוזנטל/שאולזון,31.790435,35.177365
314,10810-1-ד,4075,14,4.314,שמגר/אוהל יהושע,31.795289,35.207757
315,14051-2-#,4075,37,12.805,שמגר/אוהל יהושע,31.795289,35.207757
316,15098-1-ד,4075,10,4.055,שמגר/אוהל יהושע,31.795289,35.207757
317,12291-2-#,4075,5,25.216,שמגר/אוהל יהושע,31.795289,35.207757
318,10903-2-#,4075,4,2.816,שמגר/אוהל יהושע,31.795289,35.207757
319,13290-2-#,4075,5,25.498,שמגר/אוהל יהושע,31.795289,35.207757
320,13016-1-ש,4075,32,15.503,שמגר/אוהל יהושע,31.795289,35.207757
321,12292-2-#,4075,5,25.438,שמגר/אוהל יהושע,31.795289,35.207757
322,11189-1-5,4075,5,19.295,שמגר/אוהל יהושע,31.795289,35.207757
323,11970-1-#,4075,13,4.604,שמגר/אוהל יהושע,31.795289,35.207757
324,12294-2-#,4075,5,25.046,שמגר/אוהל יהושע,31.795289,35.207757
325,10134-2-#,4075,28,18.782,שמגר/אוהל יהושע,31.795289,35.207757
326,14009-2-ד,4075,56,19.717,שמגר/אוהל יהושע,31.795289,35.207757
327,10904-2-#,4075,6,4.908,שמגר/אוהל יהושע,31.795289,35.207757
328,10791-2-#,4075,6,20.346,שמגר/אוהל יהושע,31.795289,35.207757
329,11189-1-0,4075,4,18.061,שמגר/אוהל יהושע,31.795289,35.207757
330,12293-2-#,4075,5,24.782,שמגר/אוהל יהושע,31.795289,35.207757
331,11133-2-#,4075,32,18.843,שמגר/אוהל יהושע,31.795289,35.207757
332,13054-1-#,4075,10,10.604,שמגר/אוהל יהושע,31.795289,35.207757
333,10905-2-#,4075,17,5.523,שמגר/אוהל יהושע,31.795289,35.207757
