,route_desc,stop_code,StationOrder,trip_km_fact,stop_name,stop_lat,stop_lon
9573,12065-2-א,1731,16,11.399,שדרות לוי אשכול/קרל נטר,31.799515,35.225737
9574,14009-2-ד,2811,34,19.717,גבעת משה/עלי הכהן,31.798046,35.214489
9575,10810-1-ס,2811,10,5.352,גבעת משה/עלי הכהן,31.798046,35.214489
9576,21003-1-ץ,2811,69,26.234,גבעת משה/עלי הכהן,31.798046,35.214489
9577,15098-1-ד,2811,5,4.055,גבעת משה/עלי הכהן,31.798046,35.214489
9578,12244-2-#,2811,7,26.784,גבעת משה/עלי הכהן,31.798046,35.214489
9579,10800-1-#,2811,9,3.448,גבעת משה/עלי הכהן,31.798046,35.214489
9580,13052-2-א,2811,19,16.605,גבעת משה/עלי הכהן,31.798046,35.214489
9581,14051-2-#,2811,20,12.805,גבעת משה/עלי הכהן,31.798046,35.214489
9582,16057-2-ז,2811,5,16.57,גבעת משה/עלי הכהן,31.798046,35.214489
9583,13052-2-#,2811,19,16.135,גבעת משה/עלי הכהן,31.798046,35.214489
9584,16096-1-ב,2811,7,4.859,גבעת משה/עלי הכהן,31.798046,35.214489
9585,11224-2-#,2811,7,27.988,גבעת משה/עלי הכהן,31.798046,35.214489
9586,21003-2-1,2811,12,8.868,גבעת משה/עלי הכהן,31.798046,35.214489
9587,10267-2-#,63944,27,33.16,שדרות דוד המלך/שדרות רחל אמנו,31.667506,35.160849
9588,14360-2-#,63944,7,21.292,שדרות דוד המלך/שדרות רחל אמנו,31.667506,35.160849
9589,14360-2-4,63944,7,24.958,שדרות דוד המלך/שדרות רחל אמנו,31.667506,35.160849
9590,12244-1-#,60341,7,26.855,קדושת לוי/המהרי''ץ,31.700665,35.106048
9591,17246-1-9,60341,9,43.503,קדושת לוי/המהרי''ץ,31.700665,35.106048
9592,17246-1-7,60341,1,26.786,קדושת לוי/המהרי''ץ,31.700665,35.106048
9593,12292-1-1,60341,1,22.701,קדושת לוי/המהרי''ץ,31.700665,35.106048
9594,12292-1-3,60341,6,24.0,קדושת לוי/המהרי''ץ,31.700665,35.106048
9595,12292-1-9,60341,10,40.063,קדושת לוי/המהרי''ץ,31.700665,35.106048
9596,13245-1-9,60341,7,42.986,קדושת לוי/המהרי''ץ,31.700665,35.106048
9597,12292-1-#,60341,10,25.419,קדושת לוי/המהרי''ץ,31.700665,35.106048
9598,17246-1-#,60341,9,28.657,קדושת לוי/המהרי''ץ,31.700665,35.106048
9599,12295-1-#,60341,7,34.968,קדושת לוי/המהרי''ץ,31.700665,35.106048
9600,12242-1-#,60341,7,29.265,קדושת לוי/המהרי''ץ,31.700665,35.106048
9601,13245-1-#,60341,7,28.14,קדושת לוי/המהרי''ץ,31.700665,35.106048
9602,14296-1-#,60341,7,31.585,קדושת לוי/המהרי''ץ,31.700665,35.106048
9603,12241-1-#,60341,7,32.102,קדושת לוי/המהרי''ץ,31.700665,35.106048
9604,15289-2-0,5539,6,20.902,גן הדר/הרב בלוך,31.803276,35.096953
9605,11189-2-1,5539,6,20.935,גן הדר/הרב בלוך,31.803276,35.096953
9606,11189-2-0,5539,6,19.674,גן הדר/הרב בלוך,31.803276,35.096953
9607,11189-1-0,5539,11,18.061,גן הדר/הרב בלוך,31.803276,35.096953
9608,11189-1-5,5539,12,19.295,גן הדר/הרב בלוך,31.803276,35.096953
9609,15289-1-0,5539,8,20.351,גן הדר/הרב בלוך,31.803276,35.096953
9610,11189-2-5,5539,6,18.813,גן הדר/הרב בלוך,31.803276,35.096953
9611,11132-1-1,60735,17,27.098,קרית יערים,31.858018,35.16947
9612,10105-1-1,60735,36,29.541,קרית יערים,31.858018,35.16947
9613,10105-1-#,60735,33,26.687,קרית יערים,31.858018,35.16947
9614,11132-1-#,60735,16,22.616,קרית יערים,31.858018,35.16947
9615,11133-1-#,60735,25,19.52,קרית יערים,31.858018,35.16947
9616,11131-1-2,60735,20,23.232,קרית יערים,31.858018,35.16947
9617,14144-1-#,61224,19,22.884,דרך כוכב יעקב/שמחת עולם,31.880169,35.243058
9618,13270-2-#,61224,8,34.487,דרך כוכב יעקב/שמחת עולם,31.880169,35.243058
9619,11145-1-#,61224,10,24.685,דרך כוכב יעקב/שמחת עולם,31.880169,35.243058
9620,13270-1-#,61224,25,34.162,דרך כוכב יעקב/שמחת עולם,31.880169,35.243058
9621,12345-1-#,61224,16,25.93,דרך כוכב יעקב/שמחת עולם,31.880169,35.243058
9622,11143-1-#,61224,19,21.936,דרך כוכב יעקב/שמחת עולם,31.880169,35.243058
9623,16217-1-0,64006,19,41.365,גבעון הישנה/436,31.849485,35.171701
9624,11131-2-2,64006,29,23.148,גבעון הישנה/436,31.849485,35.171701
9625,11132-2-1,64006,29,26.246,גבעון הישנה/436,31.849485,35.171701
9626,10130-2-#,64006,5,15.145,גבעון הישנה/436,31.849485,35.171701
9627,11132-2-#,64006,29,21.009,גבעון הישנה/436,31.849485,35.171701
9628,10105-2-#,64006,25,25.378,גבעון הישנה/436,31.849485,35.171701
9629,10134-2-#,64006,18,18.782,גבעון הישנה/436,31.849485,35.171701
9630,12137-2-#,64006,18,15.765,גבעון הישנה/436,31.849485,35.171701
9631,11133-2-#,64006,22,18.843,גבעון הישנה/436,31.849485,35.171701
9632,11135-2-#,64006,26,22.076,גבעון הישנה/436,31.849485,35.171701
9633,13121-1-#,278,4,25.208,אנג'ל/כנפי נשרים,31.787506,35.191898
9634,13016-1-ר,278,34,13.566,אנג'ל/כנפי נשרים,31.787506,35.191898
9635,12067-1-א,278,27,10.997,אנג'ל/כנפי נשרים,31.787506,35.191898
9636,10822-1-0,278,20,10.706,אנג'ל/כנפי נשרים,31.787506,35.191898
9637,13016-1-ש,278,41,15.503,אנג'ל/כנפי נשרים,31.787506,35.191898
9638,13052-2-א,278,39,16.605,אנג'ל/כנפי נשרים,31.787506,35.191898
9639,12295-2-#,278,12,34.429,אנג'ל/כנפי נשרים,31.787506,35.191898
9640,16118-1-#,278,10,38.606,אנג'ל/כנפי נשרים,31.787506,35.191898
9641,12821-1-#,278,28,15.836,אנג'ל/כנפי נשרים,31.787506,35.191898
9642,11225-2-#,278,12,28.551,אנג'ל/כנפי נשרים,31.787506,35.191898
9643,10812-1-ח,278,16,6.884,אנג'ל/כנפי נשרים,31.787506,35.191898
9644,11825-1-0,278,32,18.401,אנג'ל/כנפי נשרים,31.787506,35.191898
9645,12067-1-#,278,36,13.414,אנג'ל/כנפי נשרים,31.787506,35.191898
9646,11823-1-0,278,25,14.124,אנג'ל/כנפי נשרים,31.787506,35.191898
9647,10122-1-#,278,4,31.217,אנג'ל/כנפי נשרים,31.787506,35.191898
9648,13245-2-#,278,12,27.349,אנג'ל/כנפי נשרים,31.787506,35.191898
9649,14040-1-#,9810,2,5.273,גבעת התחמושת/שרגאי,31.797905,35.229068
9650,13052-2-#,9810,2,16.135,גבעת התחמושת/שרגאי,31.797905,35.229068
9651,23034-1-#,9810,10,10.75,גבעת התחמושת/שרגאי,31.797905,35.229068
9652,13052-2-א,9810,2,16.605,גבעת התחמושת/שרגאי,31.797905,35.229068
9653,11143-1-#,9810,1,21.936,גבעת התחמושת/שרגאי,31.797905,35.229068
9654,14144-1-#,9810,1,22.884,גבעת התחמושת/שרגאי,31.797905,35.229068
9655,13052-2-א,131,32,16.605,המ''ג/זכרון יעקב,31.793996,35.199789
9656,10752-2-9,131,13,6.288,המ''ג/זכרון יעקב,31.793996,35.199789
9657,13016-1-ר,131,27,13.566,המ''ג/זכרון יעקב,31.793996,35.199789
9658,12745-1-ב,131,37,13.897,המ''ג/זכרון יעקב,31.793996,35.199789
9659,10902-2-#,131,14,8.588,המ''ג/זכרון יעקב,31.793996,35.199789
9660,11224-2-#,131,19,27.988,המ''ג/זכרון יעקב,31.793996,35.199789
9661,21003-1-ץ,131,82,26.234,המ''ג/זכרון יעקב,31.793996,35.199789
9662,11824-1-0,131,22,11.83,המ''ג/זכרון יעקב,31.793996,35.199789
9663,12716-1-#,131,53,16.836,המ''ג/זכרון יעקב,31.793996,35.199789
9664,16096-1-ב,131,18,4.859,המ''ג/זכרון יעקב,31.793996,35.199789
9665,13052-2-#,131,32,16.135,המ''ג/זכרון יעקב,31.793996,35.199789
9666,21003-2-1,131,25,8.868,המ''ג/זכרון יעקב,31.793996,35.199789
9667,12244-2-#,131,19,26.784,המ''ג/זכרון יעקב,31.793996,35.199789
9668,15019-2-ב,933,22,12.527,פארק פישמן/גולומב,31.760434,35.178645
9669,15019-2-ד,933,5,6.186,פארק פישמן/גולומב,31.760434,35.178645
9670,15019-2-#,933,30,16.266,פארק פישמן/גולומב,31.760434,35.178645
9671,11801-1-ה,137,2,7.083,הרא''ה/ולנשטיין,31.819247,35.199024
9672,13064-2-ב,137,11,11.089,הרא''ה/ולנשטיין,31.819247,35.199024
9673,13064-2-#,137,11,13.396,הרא''ה/ולנשטיין,31.819247,35.199024
9674,11785-1-#,137,7,8.634,הרא''ה/ולנשטיין,31.819247,35.199024
9675,10758-2-9,137,19,8.894,הרא''ה/ולנשטיין,31.819247,35.199024
9676,10757-1-9,137,2,5.221,הרא''ה/ולנשטיין,31.819247,35.199024
9677,15031-1-0,137,5,23.586,הרא''ה/ולנשטיין,31.819247,35.199024
9678,36086-1-#,137,11,12.836,הרא''ה/ולנשטיין,31.819247,35.199024
9679,17071-1-0,137,5,21.336,הרא''ה/ולנשטיין,31.819247,35.199024
9680,12716-1-#,137,17,16.836,הרא''ה/ולנשטיין,31.819247,35.199024
9681,27061-1-#,137,5,14.549,הרא''ה/ולנשטיין,31.819247,35.199024
9682,11157-1-#,1832,26,13.542,פלמ''ח/מבוא סיירים,31.794134,35.142516
9683,11157-2-#,1832,13,11.559,פלמ''ח/מבוא סיירים,31.794134,35.142516
9684,11158-1-#,1832,17,13.393,פלמ''ח/מבוא סיירים,31.794134,35.142516
9685,11158-2-#,1832,13,11.37,פלמ''ח/מבוא סיירים,31.794134,35.142516
9686,11376-2-#,63522,1,30.044,תקוע ב,31.642103,35.232166
9687,12366-2-#,63522,1,39.274,תקוע ב,31.642103,35.232166
9688,12265-1-#,63522,37,37.736,תקוע ב,31.642103,35.232166
9689,12366-1-#,63522,29,39.909,תקוע ב,31.642103,35.232166
9690,12265-2-#,63522,1,35.548,תקוע ב,31.642103,35.232166
9691,11376-1-#,63522,24,30.183,תקוע ב,31.642103,35.232166
9692,18007-2-א,3113,39,14.862,מלון דיפלומט,31.74734,35.225526
9693,18007-1-א,3113,1,15.126,מלון דיפלומט,31.74734,35.225526
9694,21078-2-1,3113,38,13.305,מלון דיפלומט,31.74734,35.225526
9695,21078-1-1,3113,2,13.841,מלון דיפלומט,31.74734,35.225526
9696,21003-1-ץ,125,78,26.234,נווה שמחה/סורוצקין,31.794565,35.203413
9697,10752-2-9,125,9,6.288,נווה שמחה/סורוצקין,31.794565,35.203413
9698,16057-2-ז,125,14,16.57,נווה שמחה/סורוצקין,31.794565,35.203413
9699,11824-1-0,125,18,11.83,נווה שמחה/סורוצקין,31.794565,35.203413
9700,14009-2-ד,125,43,19.717,נווה שמחה/סורוצקין,31.794565,35.203413
9701,14051-2-#,125,28,12.805,נווה שמחה/סורוצקין,31.794565,35.203413
9702,13016-1-ש,125,23,15.503,נווה שמחה/סורוצקין,31.794565,35.203413
9703,13052-2-#,125,28,16.135,נווה שמחה/סורוצקין,31.794565,35.203413
9704,11224-2-#,125,16,27.988,נווה שמחה/סורוצקין,31.794565,35.203413
9705,13016-1-ר,125,23,13.566,נווה שמחה/סורוצקין,31.794565,35.203413
9706,21003-2-1,125,21,8.868,נווה שמחה/סורוצקין,31.794565,35.203413
9707,12745-1-ב,125,33,13.897,נווה שמחה/סורוצקין,31.794565,35.203413
9708,13052-2-א,125,28,16.605,נווה שמחה/סורוצקין,31.794565,35.203413
9709,12244-2-#,125,16,26.784,נווה שמחה/סורוצקין,31.794565,35.203413
9710,10902-2-#,125,10,8.588,נווה שמחה/סורוצקין,31.794565,35.203413
9711,16096-1-ב,125,15,4.859,נווה שמחה/סורוצקין,31.794565,35.203413
9712,12716-1-#,125,49,16.836,נווה שמחה/סורוצקין,31.794565,35.203413
9713,11264-2-#,1057,50,54.627,דוד רמז/החאן,31.767851,35.224646
9714,10107-1-#,1057,40,21.389,דוד רמז/החאן,31.767851,35.224646
9715,47091-1-0,1057,22,18.627,דוד רמז/החאן,31.767851,35.224646
9716,11209-1-#,1057,10,32.994,דוד רמז/החאן,31.767851,35.224646
9717,17072-2-0,1057,25,19.627,דוד רמז/החאן,31.767851,35.224646
9718,18074-1-0,1057,25,20.604,דוד רמז/החאן,31.767851,35.224646
9719,10105-1-#,1057,10,26.687,דוד רמז/החאן,31.767851,35.224646
9720,21078-1-1,1057,29,13.841,דוד רמז/החאן,31.767851,35.224646
9721,19075-1-0,1057,29,17.248,דוד רמז/החאן,31.767851,35.224646
9722,12265-2-#,1057,21,35.548,דוד רמז/החאן,31.767851,35.224646
9723,17071-2-0,1057,26,21.221,דוד רמז/החאן,31.767851,35.224646
9724,21078-1-0,1057,27,12.901,דוד רמז/החאן,31.767851,35.224646
9725,10105-1-1,1057,10,29.541,דוד רמז/החאן,31.767851,35.224646
9726,20038-3-0,1057,5,2.804,דוד רמז/החאן,31.767851,35.224646
9727,48083-3-0,1057,7,4.454,דוד רמז/החאן,31.767851,35.224646
9728,48083-3-1,1057,8,4.714,דוד רמז/החאן,31.767851,35.224646
9729,10784-1-#,3629,18,12.407,רב שפע/שמגר,31.794642,35.208208
9730,10791-1-#,3629,28,19.546,רב שפע/שמגר,31.794642,35.208208
9731,10742-1-#,3629,3,11.566,רב שפע/שמגר,31.794642,35.208208
9732,13054-2-#,3629,18,9.892,רב שפע/שמגר,31.794642,35.208208
9733,10904-1-#,3629,6,4.454,רב שפע/שמגר,31.794642,35.208208
9734,16057-1-ז,3629,29,16.298,רב שפע/שמגר,31.794642,35.208208
9735,14009-1-ד,3629,8,20.49,רב שפע/שמגר,31.794642,35.208208
9736,14051-1-#,3629,3,10.061,רב שפע/שמגר,31.794642,35.208208
9737,15098-2-ב,3629,4,4.883,רב שפע/שמגר,31.794642,35.208208
9738,13016-2-ב,3629,24,14.896,רב שפע/שמגר,31.794642,35.208208
9739,10805-2-#,3655,16,13.984,זווין/ניימן א',31.840792,35.247988
9740,18279-1-#,3655,23,36.363,זווין/ניימן א',31.840792,35.247988
9741,11790-2-#,3655,22,12.847,זווין/ניימן א',31.840792,35.247988
9742,10760-2-9,3655,15,13.228,זווין/ניימן א',31.840792,35.247988
9743,12069-1-#,3655,31,14.733,זווין/ניימן א',31.840792,35.247988
9744,47085-1-#,3655,36,13.973,זווין/ניימן א',31.840792,35.247988
9745,10780-2-#,3655,15,11.289,זווין/ניימן א',31.840792,35.247988
9746,11845-2-9,3655,20,15.492,זווין/ניימן א',31.840792,35.247988
9747,10815-2-#,3655,20,12.151,זווין/ניימן א',31.840792,35.247988
9748,11825-2-0,3655,27,21.643,זווין/ניימן א',31.840792,35.247988
9749,44081-2-#,3655,45,19.983,זווין/ניימן א',31.840792,35.247988
9750,10629-2-0,3655,27,48.627,זווין/ניימן א',31.840792,35.247988
9751,13045-1-#,3655,29,15.724,זווין/ניימן א',31.840792,35.247988
9752,12067-1-#,5949,30,13.414,ת. מרכזית ירושלים/יפו,31.788746,35.203674
9753,21078-1-0,5949,37,12.901,ת. מרכזית ירושלים/יפו,31.788746,35.203674
9754,28070-2-#,5949,7,10.174,ת. מרכזית ירושלים/יפו,31.788746,35.203674
9755,34001-1-ח,5949,54,20.453,ת. מרכזית ירושלים/יפו,31.788746,35.203674
9756,34001-1-ד,5949,35,19.944,ת. מרכזית ירושלים/יפו,31.788746,35.203674
9757,18074-1-0,5949,35,20.604,ת. מרכזית ירושלים/יפו,31.788746,35.203674
9758,34001-1-ב,5949,37,21.388,ת. מרכזית ירושלים/יפו,31.788746,35.203674
9759,10106-2-#,5949,61,21.083,ת. מרכזית ירושלים/יפו,31.788746,35.203674
9760,13068-1-#,5949,22,11.152,ת. מרכזית ירושלים/יפו,31.788746,35.203674
9761,22066-1-א,5949,39,17.455,ת. מרכזית ירושלים/יפו,31.788746,35.203674
9762,19075-1-0,5949,39,17.248,ת. מרכזית ירושלים/יפו,31.788746,35.203674
9763,34001-2-2,5949,14,6.21,ת. מרכזית ירושלים/יפו,31.788746,35.203674
9764,10102-1-#,5949,37,16.327,ת. מרכזית ירושלים/יפו,31.788746,35.203674
9765,21078-1-1,5949,39,13.841,ת. מרכזית ירושלים/יפו,31.788746,35.203674
9766,34001-1-ו,5949,38,20.909,ת. מרכזית ירושלים/יפו,31.788746,35.203674
9767,22066-1-#,5949,36,17.193,ת. מרכזית ירושלים/יפו,31.788746,35.203674
9768,13054-1-#,5949,13,10.604,ת. מרכזית ירושלים/יפו,31.788746,35.203674
9769,10107-1-#,5949,47,21.389,ת. מרכזית ירושלים/יפו,31.788746,35.203674
9770,12374-2-#,3097,19,29.15,פת/בעהם,31.752356,35.200811
9771,49005-2-#,3097,28,18.474,פת/בעהם,31.752356,35.200811
9772,19012-1-#,3097,33,22.335,פת/בעהם,31.752356,35.200811
9773,12366-2-#,3097,22,39.274,פת/בעהם,31.752356,35.200811
9774,11376-2-#,3097,21,30.044,פת/בעהם,31.752356,35.200811
9775,12022-1-#,3097,5,18.228,פת/בעהם,31.752356,35.200811
9776,10106-1-#,3097,25,21.762,פת/בעהם,31.752356,35.200811
9777,12022-1-א,3097,4,7.562,פת/בעהם,31.752356,35.200811
9778,10120-2-#,63957,9,23.003,האלמוג/חלוקי נחל,31.787562,35.310484
9779,10177-2-#,63957,16,26.037,האלמוג/חלוקי נחל,31.787562,35.310484
9780,10122-2-#,63957,9,31.621,האלמוג/חלוקי נחל,31.787562,35.310484
9781,11178-2-#,63957,16,26.413,האלמוג/חלוקי נחל,31.787562,35.310484
9782,18129-2-#,63957,9,37.257,האלמוג/חלוקי נחל,31.787562,35.310484
9783,13211-2-א,63957,24,36.876,האלמוג/חלוקי נחל,31.787562,35.310484
9784,11123-2-#,63957,9,27.534,האלמוג/חלוקי נחל,31.787562,35.310484
9785,10124-2-#,63957,9,27.448,האלמוג/חלוקי נחל,31.787562,35.310484
9786,12069-1-#,174,6,14.733,גבעת שאול/הרב אהרון קוטלר,31.791653,35.194683
9787,10344-2-0,174,19,48.121,גבעת שאול/הרב אהרון קוטלר,31.791653,35.194683
9788,10324-2-0,174,19,45.603,גבעת שאול/הרב אהרון קוטלר,31.791653,35.194683
9789,13064-1-#,174,6,13.392,גבעת שאול/הרב אהרון קוטלר,31.791653,35.194683
9790,10741-1-#,174,18,14.989,גבעת שאול/הרב אהרון קוטלר,31.791653,35.194683
9791,11782-1-#,174,3,8.867,גבעת שאול/הרב אהרון קוטלר,31.791653,35.194683
9792,10902-1-#,174,14,9.021,גבעת שאול/הרב אהרון קוטלר,31.791653,35.194683
9793,13064-1-א,174,9,14.141,גבעת שאול/הרב אהרון קוטלר,31.791653,35.194683
9794,34001-1-ח,174,23,20.453,גבעת שאול/הרב אהרון קוטלר,31.791653,35.194683
9795,13052-1-#,174,25,15.856,גבעת שאול/הרב אהרון קוטלר,31.791653,35.194683
9796,10802-1-ע,174,15,6.973,גבעת שאול/הרב אהרון קוטלר,31.791653,35.194683
9797,10802-1-ב,174,13,5.975,גבעת שאול/הרב אהרון קוטלר,31.791653,35.194683
9798,11842-1-8,174,18,12.252,גבעת שאול/הרב אהרון קוטלר,31.791653,35.194683
9799,13016-2-#,174,19,13.082,גבעת שאול/הרב אהרון קוטלר,31.791653,35.194683
9800,11972-1-#,174,4,4.307,גבעת שאול/הרב אהרון קוטלר,31.791653,35.194683
9801,19075-2-0,174,6,17.193,גבעת שאול/הרב אהרון קוטלר,31.791653,35.194683
9802,11842-1-9,174,16,11.254,גבעת שאול/הרב אהרון קוטלר,31.791653,35.194683
9803,13054-2-#,174,13,9.892,גבעת שאול/הרב אהרון קוטלר,31.791653,35.194683
9804,13016-2-ב,174,19,14.896,גבעת שאול/הרב אהרון קוטלר,31.791653,35.194683
9805,10754-1-9,174,25,9.566,גבעת שאול/הרב אהרון קוטלר,31.791653,35.194683
9806,10752-1-9,174,6,5.601,גבעת שאול/הרב אהרון קוטלר,31.791653,35.194683
9807,13052-1-א,174,28,16.605,גבעת שאול/הרב אהרון קוטלר,31.791653,35.194683
9808,10314-2-0,174,19,46.849,גבעת שאול/הרב אהרון קוטלר,31.791653,35.194683
9809,10812-1-ה,174,16,6.368,גבעת שאול/הרב אהרון קוטלר,31.791653,35.194683
9810,17055-1-#,174,25,11.228,גבעת שאול/הרב אהרון קוטלר,31.791653,35.194683
9811,21003-1-ץ,174,26,26.234,גבעת שאול/הרב אהרון קוטלר,31.791653,35.194683
9812,12067-2-#,174,9,13.241,גבעת שאול/הרב אהרון קוטלר,31.791653,35.194683
9813,13334-2-0,174,19,45.91,גבעת שאול/הרב אהרון קוטלר,31.791653,35.194683
9814,17055-3-#,174,25,11.567,גבעת שאול/הרב אהרון קוטלר,31.791653,35.194683
9815,12265-1-#,3315,19,37.736,דרך חברון/הסדנא,31.746158,35.216946
9816,11232-1-#,3315,12,13.801,דרך חברון/הסדנא,31.746158,35.216946
9817,49005-1-ד,3315,31,18.657,דרך חברון/הסדנא,31.746158,35.216946
9818,49005-1-#,3315,31,19.981,דרך חברון/הסדנא,31.746158,35.216946
9819,19075-2-0,3315,24,17.193,דרך חברון/הסדנא,31.746158,35.216946
9820,12231-1-#,3315,11,19.294,דרך חברון/הסדנא,31.746158,35.216946
9821,18074-2-0,3315,41,20.016,דרך חברון/הסדנא,31.746158,35.216946
9822,17072-1-0,3315,38,19.564,דרך חברון/הסדנא,31.746158,35.216946
9823,16239-2-#,3315,15,25.661,דרך חברון/הסדנא,31.746158,35.216946
9824,11793-1-0,3315,5,25.059,דרך חברון/הסדנא,31.746158,35.216946
9825,10163-1-0,3315,25,12.925,דרך חברון/הסדנא,31.746158,35.216946
9826,11264-1-#,3315,20,56.8,דרך חברון/הסדנא,31.746158,35.216946
9827,10234-1-#,3315,11,7.783,דרך חברון/הסדנא,31.746158,35.216946
9828,11260-1-#,3315,19,54.082,דרך חברון/הסדנא,31.746158,35.216946
9829,17071-1-0,3315,38,21.336,דרך חברון/הסדנא,31.746158,35.216946
9830,11793-2-0,3315,18,27.756,דרך חברון/הסדנא,31.746158,35.216946
9831,12237-1-#,60698,18,37.037,קרית יערים/רמה,31.855711,35.166073
9832,11131-1-2,60698,18,23.232,קרית יערים/רמה,31.855711,35.166073
9833,11132-1-#,60698,14,22.616,קרית יערים/רמה,31.855711,35.166073
9834,11133-1-#,60698,20,19.52,קרית יערים/רמה,31.855711,35.166073
9835,11132-1-1,60698,15,27.098,קרית יערים/רמה,31.855711,35.166073
9836,10105-1-#,60698,31,26.687,קרית יערים/רמה,31.855711,35.166073
9837,10105-1-1,60698,34,29.541,קרית יערים/רמה,31.855711,35.166073
9838,12154-2-#,2454,16,16.309,מרכז ספורט,31.804484,35.151863
9839,11153-1-#,2454,27,20.161,מרכז ספורט,31.804484,35.151863
9840,12159-2-#,2454,6,13.718,מרכז ספורט,31.804484,35.151863
9841,11152-1-#,2454,23,20.2,מרכז ספורט,31.804484,35.151863
9842,11152-2-#,2454,6,15.199,מרכז ספורט,31.804484,35.151863
9843,12154-2-א,2454,10,11.666,מרכז ספורט,31.804484,35.151863
9844,10104-2-#,2454,25,20.811,מרכז ספורט,31.804484,35.151863
9845,10104-1-#,2454,19,37.427,מרכז ספורט,31.804484,35.151863
9846,11155-2-א,2454,23,15.835,מרכז ספורט,31.804484,35.151863
9847,12159-1-#,2454,24,18.83,מרכז ספורט,31.804484,35.151863
9848,11145-1-#,65436,9,24.685,דרך כוכב יעקב,31.877147,35.247048
9849,14144-1-#,65436,12,22.884,דרך כוכב יעקב,31.877147,35.247048
9850,13270-1-#,65436,22,34.162,דרך כוכב יעקב,31.877147,35.247048
9851,11143-1-#,65436,12,21.936,דרך כוכב יעקב,31.877147,35.247048
9852,13270-2-#,65436,7,34.487,דרך כוכב יעקב,31.877147,35.247048
9853,12345-1-#,65436,9,25.93,דרך כוכב יעקב,31.877147,35.247048
9854,12242-2-#,165,11,29.983,הרב בצלאל זולטי/רבי שלמה זלמן דרוק,31.812757,35.214906
9855,12067-1-#,165,12,13.414,הרב בצלאל זולטי/רבי שלמה זלמן דרוק,31.812757,35.214906
9856,16056-1-#,165,12,9.464,הרב בצלאל זולטי/רבי שלמה זלמן דרוק,31.812757,35.214906
9857,11843-1-8,165,11,7.894,הרב בצלאל זולטי/רבי שלמה זלמן דרוק,31.812757,35.214906
9858,36086-2-#,165,11,12.555,הרב בצלאל זולטי/רבי שלמה זלמן דרוק,31.812757,35.214906
9859,16057-1-ז,165,12,16.298,הרב בצלאל זולטי/רבי שלמה זלמן דרוק,31.812757,35.214906
9860,16222-2-#,165,11,31.187,הרב בצלאל זולטי/רבי שלמה זלמן דרוק,31.812757,35.214906
9861,10762-1-9,165,12,7.28,הרב בצלאל זולטי/רבי שלמה זלמן דרוק,31.812757,35.214906
9862,10813-1-צ,165,1,7.785,הרב בצלאל זולטי/רבי שלמה זלמן דרוק,31.812757,35.214906
9863,11823-1-0,165,11,14.124,הרב בצלאל זולטי/רבי שלמה זלמן דרוק,31.812757,35.214906
9864,10743-1-#,165,12,10.413,הרב בצלאל זולטי/רבי שלמה זלמן דרוק,31.812757,35.214906
9865,34001-1-ו,165,12,20.909,הרב בצלאל זולטי/רבי שלמה זלמן דרוק,31.812757,35.214906
9866,10803-1-ד,165,1,6.546,הרב בצלאל זולטי/רבי שלמה זלמן דרוק,31.812757,35.214906
9867,11843-1-9,165,1,5.805,הרב בצלאל זולטי/רבי שלמה זלמן דרוק,31.812757,35.214906
9868,47085-1-#,165,11,13.973,הרב בצלאל זולטי/רבי שלמה זלמן דרוק,31.812757,35.214906
9869,12067-1-א,165,12,10.997,הרב בצלאל זולטי/רבי שלמה זלמן דרוק,31.812757,35.214906
9870,16056-3-#,165,12,9.305,הרב בצלאל זולטי/רבי שלמה זלמן דרוק,31.812757,35.214906
9871,10177-2-#,60885,2,26.037,דרך הר הבית/דרך צמח השדה,31.768491,35.295532
9872,13121-1-#,60885,26,25.208,דרך הר הבית/דרך צמח השדה,31.768491,35.295532
9873,10120-1-#,60885,16,22.595,דרך הר הבית/דרך צמח השדה,31.768491,35.295532
9874,11209-1-#,60885,34,32.994,דרך הר הבית/דרך צמח השדה,31.768491,35.295532
9875,10122-1-#,60885,19,31.217,דרך הר הבית/דרך צמח השדה,31.768491,35.295532
9876,10176-1-#,60885,6,22.412,דרך הר הבית/דרך צמח השדה,31.768491,35.295532
9877,15166-1-#,60885,6,15.758,דרך הר הבית/דרך צמח השדה,31.768491,35.295532
9878,15125-1-#,60885,29,20.693,דרך הר הבית/דרך צמח השדה,31.768491,35.295532
9879,11178-2-#,60885,2,26.413,דרך הר הבית/דרך צמח השדה,31.768491,35.295532
9880,17165-1-#,60885,6,15.222,דרך הר הבית/דרך צמח השדה,31.768491,35.295532
9881,10124-1-#,60885,22,26.741,דרך הר הבית/דרך צמח השדה,31.768491,35.295532
9882,11123-1-#,60885,12,26.866,דרך הר הבית/דרך צמח השדה,31.768491,35.295532
9883,18129-1-#,60885,11,36.186,דרך הר הבית/דרך צמח השדה,31.768491,35.295532
9884,11174-2-#,60885,2,26.712,דרך הר הבית/דרך צמח השדה,31.768491,35.295532
9885,10177-1-#,60885,6,24.379,דרך הר הבית/דרך צמח השדה,31.768491,35.295532
9886,11174-1-#,60885,6,24.72,דרך הר הבית/דרך צמח השדה,31.768491,35.295532
9887,15125-1-#,60885,22,20.693,דרך הר הבית/דרך צמח השדה,31.768491,35.295532
