,CODE OF LOCALITY,name_hebrew,name_english,socioeco_2019,pop_2019,RANK_2019,YISHUV_STAT11,ultraorthodox_percent,updated_ultraorthodox_percent
1443,2650,רמת השרון,RAMAT HASHARON,9.0,3157,1551.0,26500032,..,0.0
1444,2650,רמת השרון,RAMAT HASHARON,9.0,5062,1578.0,26500014,..,0.0
1445,2650,רמת השרון,RAMAT HASHARON,9.0,3905,1592.0,26500023,..,0.0
1446,2650,רמת השרון,RAMAT HASHARON,9.0,2516,1595.0,26500033,..,0.0
1447,2650,רמת השרון,RAMAT HASHARON,9.0,3778,1598.0,26500024,,0.0
1448,2650,רמת השרון,RAMAT HASHARON,9.0,4723,1613.0,26500031,,0.0
1449,2650,רמת השרון,RAMAT HASHARON,9.0,3692,1628.0,26500036,,0.0
1450,8700,רעננה,RA'ANNANA,8.0,2727,1045.0,87000023,7.7,7.7
1451,8700,רעננה,RA'ANNANA,8.0,2523,1126.0,87000021,,0.0
1452,8700,רעננה,RA'ANNANA,8.0,3405,1139.0,87000022,7.5,7.5
1453,8700,רעננה,RA'ANNANA,8.0,2560,1144.0,87000018,..,0.0
1454,8700,רעננה,RA'ANNANA,8.0,3754,1147.0,87000034,..,0.0
1455,8700,רעננה,RA'ANNANA,8.0,2124,1153.0,87000015,,0.0
1456,8700,רעננה,RA'ANNANA,8.0,3852,1202.0,87000033,..,0.0
1457,8700,רעננה,RA'ANNANA,8.0,2455,1245.0,87000019,..,0.0
1458,8700,רעננה,RA'ANNANA,8.0,3390,1248.0,87000017,,0.0
1459,8700,רעננה,RA'ANNANA,8.0,2934,1250.0,87000016,,0.0
1460,8700,רעננה,RA'ANNANA,8.0,2483,1281.0,87000012,..,0.0
1461,8700,רעננה,RA'ANNANA,8.0,6864,1309.0,87000026,..,0.0
1462,8700,רעננה,RA'ANNANA,8.0,3254,1339.0,87000035,,0.0
1463,8700,רעננה,RA'ANNANA,8.0,3528,1415.0,87000032,,0.0
1464,8700,רעננה,RA'ANNANA,8.0,2483,1420.0,87000014,..,0.0
1465,8700,רעננה,RA'ANNANA,8.0,2324,1432.0,87000036,..,0.0
1466,8700,רעננה,RA'ANNANA,8.0,2711,1448.0,87000028,..,0.0
1467,8700,רעננה,RA'ANNANA,8.0,3760,1455.0,87000013,,0.0
1468,8700,רעננה,RA'ANNANA,8.0,3026,1457.0,87000024,..,0.0
1469,8700,רעננה,RA'ANNANA,8.0,4150,1469.0,87000027,..,0.0
1470,8700,רעננה,RA'ANNANA,8.0,6679,1503.0,87000031,..,0.0
1471,8700,רעננה,RA'ANNANA,8.0,3489,1536.0,87000025,,0.0
1472,1031,שדרות,SEDEROT,5.0,3106,412.0,10310003,3.5,3.5
1473,1031,שדרות,SEDEROT,5.0,4936,423.0,10310002,4.4,4.4
1474,1031,שדרות,SEDEROT,5.0,4275,488.0,10310005,1.9,1.9
1475,1031,שדרות,SEDEROT,5.0,4686,617.0,10310004,1.1,1.1
1476,1031,שדרות,SEDEROT,5.0,3462,714.0,10310007,..,0.0
1477,1031,שדרות,SEDEROT,5.0,7115,831.0,10310006,..,0.0
1478,1304,שוהם,SHOHAM,9.0,4626,1463.0,13040003,,0.0
1479,1304,שוהם,SHOHAM,9.0,6639,1487.0,13040002,,0.0
1480,1304,שוהם,SHOHAM,9.0,4144,1542.0,13040004,,0.0
1481,1304,שוהם,SHOHAM,9.0,5635,1574.0,13040001,,0.0
1482,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,269,15.0,50000923,..,0.0
1483,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,512,226.0,50000821,,0.0
1484,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,2635,283.0,50000735,,0.0
1485,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,1706,291.0,50000934,,0.0
1486,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,1697,311.0,50000935,..,0.0
1487,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,1254,327.0,50000724,,0.0
1488,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,1465,346.0,50000931,,0.0
1489,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,3762,349.0,50000746,,0.0
1490,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,750,383.0,50000932,..,0.0
1491,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,637,386.0,50000815,,0.0
1492,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,3522,393.0,50000933,2.8,2.8
1493,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,2693,424.0,50000747,..,0.0
1494,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,3375,460.0,50000936,11.3,11.3
1495,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,3629,473.0,50000736,..,0.0
1496,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,3246,482.0,50000743,6.1,6.1
1497,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,4060,489.0,50000744,9,9.0
1498,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,1255,496.0,50000924,9.1,9.1
1499,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,2853,499.0,50000748,..,0.0
1500,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,3350,512.0,50000734,,0.0
1501,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,605,531.0,50000816,,0.0
1502,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,2259,538.0,50000824,4.7,4.7
1503,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,2366,545.0,50000725,,0.0
1504,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,5205,555.0,50000937,1.3,1.3
1505,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,2075,564.0,50000723,,0.0
1506,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,1385,572.0,50000823,,0.0
1507,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,4945,582.0,50000833,7.3,7.3
1508,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,3783,600.0,50000745,..,0.0
1509,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,1347,603.0,50000135,,0.0
1510,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,2980,634.0,50000822,,0.0
1511,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,3562,641.0,50000944,3.6,3.6
1512,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,1035,645.0,50000721,,0.0
1513,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,3028,711.0,50000943,7.7,7.7
1514,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,3690,722.0,50000929,..,0.0
1515,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,2643,743.0,50000945,,0.0
1516,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,4064,747.0,50000941,..,0.0
1517,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,3733,755.0,50000832,..,0.0
1518,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,3623,770.0,50000732,,0.0
1519,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,3122,773.0,50000925,,0.0
1520,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,5104,786.0,50000942,8.8,8.8
1521,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,1641,821.0,50000733,,0.0
1522,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,3304,849.0,50000946,,0.0
1523,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,3281,884.0,50000814,2.1,2.1
1524,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,4798,919.0,50000947,3.3,3.3
1525,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,1011,933.0,50000826,,0.0
1526,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,404,961.0,50000928,,0.0
1527,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,1355,986.0,50000511,..,0.0
1528,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,5125,988.0,50000927,10.1,10.1
1529,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,3119,993.0,50000926,,0.0
1530,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,5083,1061.0,50000226,23.6,23.6
1531,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,2091,1089.0,50000711,,0.0
1532,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,1962,1092.0,50000522,..,0.0
1533,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,1752,1095.0,50000521,,0.0
1534,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,1577,1107.0,50000523,,0.0
1535,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,1476,1167.0,50000715,,0.0
1536,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,3993,1169.0,50000134,..,0.0
1537,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,788,1172.0,50000713,,0.0
1538,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,4657,1177.0,50000921,,0.0
1539,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,3751,1186.0,50000225,,0.0
1540,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,2766,1192.0,50000731,,0.0
1541,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,2436,1224.0,50000512,,0.0
1542,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,1793,1226.0,50000916,,0.0
1543,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,2054,1231.0,50000922,,0.0
1544,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,569,1251.0,50000532,,0.0
1545,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,502,1260.0,50000722,,0.0
1546,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,1675,1262.0,50000335,..,0.0
1547,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,3721,1272.0,50000533,..,0.0
1548,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,1296,1287.0,50000541,,0.0
1549,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,3223,1292.0,50000915,..,0.0
1550,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,1127,1293.0,50000542,,0.0
1551,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,2039,1307.0,50000811,,0.0
1552,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,5517,1311.0,50000812,,0.0
1553,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,2143,1320.0,50000336,,0.0
1554,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,5199,1333.0,50000215,5.7,5.7
1555,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,2309,1338.0,50000334,..,0.0
1556,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,2646,1368.0,50000216,,0.0
1557,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,2559,1376.0,50000712,,0.0
1558,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,1118,1384.0,50000552,,0.0
1559,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,2222,1385.0,50000813,,0.0
1560,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,2053,1399.0,50000436,,0.0
1561,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,1873,1401.0,50000557,,0.0
1562,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,2395,1416.0,50000312,,0.0
1563,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,4566,1418.0,50000911,,0.0
1564,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,2514,1422.0,50000513,,0.0
1565,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,2182,1424.0,50000317,,0.0
1566,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,1958,1426.0,50000338,,0.0
1567,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,2946,1431.0,50000611,4.6,4.6
1568,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,1549,1436.0,50000333,,0.0
1569,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,2789,1439.0,50000326,..,0.0
1570,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,1757,1445.0,50000321,,0.0
1571,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,2828,1449.0,50000514,..,0.0
1572,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,2087,1452.0,50000626,,0.0
1573,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,1857,1460.0,50000337,,0.0
1574,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,1089,1462.0,50000554,,0.0
1575,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,2136,1465.0,50000313,,0.0
1576,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,4430,1468.0,50000516,..,0.0
1577,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,2257,1475.0,50000343,..,0.0
1578,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,2046,1476.0,50000344,..,0.0
1579,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,4932,1483.0,50000133,..,0.0
1580,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,3685,1485.0,50000515,,0.0
1581,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,1577,1490.0,50000543,,0.0
1582,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,2043,1491.0,50000544,..,0.0
1583,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,4140,1495.0,50000912,,0.0
1584,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,3193,1502.0,50000132,..,0.0
1585,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,2184,1505.0,50000341,,0.0
1586,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,2188,1515.0,50000555,..,0.0
1587,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,2620,1518.0,50000346,..,0.0
1588,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,1864,1522.0,50000316,,0.0
1589,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,3935,1523.0,50000233,..,0.0
1590,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,1480,1524.0,50000612,,0.0
1591,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,1271,1525.0,50000348,,0.0
1592,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,2180,1527.0,50000342,,0.0
1593,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,2919,1533.0,50000431,..,0.0
1594,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,2260,1537.0,50000345,,0.0
1595,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,3390,1538.0,50000517,,0.0
1596,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,1735,1540.0,50000322,,0.0
1597,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,2960,1544.0,50000347,..,0.0
1598,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,159,1547.0,50000221,,0.0
1599,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,12197,1548.0,50000113,,0.0
1600,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,2711,1554.0,50000421,,0.0
1601,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,6845,1555.0,50000114,..,0.0
1602,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,3981,1558.0,50000415,,0.0
1603,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,2302,1559.0,50000324,,0.0
1604,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,3142,1561.0,50000433,..,0.0
1605,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,3934,1564.0,50000315,,0.0
1606,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,3011,1567.0,50000214,,0.0
1607,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,4836,1570.0,50000125,,0.0
1608,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,4386,1571.0,50000314,,0.0
1609,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,4182,1573.0,50000323,,0.0
1610,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,3829,1575.0,50000413,..,0.0
1611,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,5601,1576.0,50000212,,0.0
1612,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,4872,1577.0,50000412,,0.0
1613,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,5175,1580.0,50000411,,0.0
1614,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,1717,1581.0,50000349,,0.0
1615,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,3785,1582.0,50000325,..,0.0
1616,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,3346,1583.0,50000213,,0.0
1617,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,3117,1586.0,50000424,..,0.0
1618,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,3795,1590.0,50000121,,0.0
1619,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,4866,1593.0,50000123,..,0.0
1620,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,4663,1596.0,50000124,..,0.0
1621,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,407,1599.0,50000621,,0.0
1622,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,3085,1600.0,50000414,,0.0
1623,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,3461,1601.0,50000422,,0.0
1624,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,1184,1606.0,50000435,..,0.0
1625,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,4101,1607.0,50000432,..,0.0
1626,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,3299,1608.0,50000423,,0.0
1627,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,5300,1609.0,50000223,,0.0
1628,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,5621,1610.0,50000115,,0.0
1629,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,2395,1614.0,50000427,,0.0
1630,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,5851,1616.0,50000211,..,0.0
1631,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,2683,1617.0,50000232,,0.0
1632,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,6113,1618.0,50000117,..,0.0
1633,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,3698,1621.0,50000122,..,0.0
1634,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,4225,1624.0,50000231,,0.0
1635,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,3824,1625.0,50000222,..,0.0
1636,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,2559,1629.0,50000131,,0.0
1637,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,2543,1630.0,50000437,..,0.0
1638,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,954,1631.0,50000914,,0.0
1639,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,2134,1633.0,50000224,,0.0
1640,5000,תל אביב -יפו,TEL AVIV - YAFO,8.0,2002,1634.0,50000613,,0.0
1641,528,עוזייר,UZEIR,2.0,3276,22.0,5280001,,0.0
1642,539,רומאנה,RUMMANE,2.0,1212,27.0,5390001,,0.0
1643,997,רומת הייב,RUMAT HEIB,2.0,2046,36.0,9970001,,0.0
1644,993,חמאם,HAMAM,3.0,1503,84.0,9930001,,0.0
1645,1346,תרבין א-צאנע (יישוב),TARABIN AS-SANI,1.0,1138,3.0,13460001,,0.0
1646,1360,סעוה,SA'WA,1.0,1866,5.0,13600001,,0.0
1647,1358,אום בטין,UMM BATIN,1.0,4277,6.0,13580001,,0.0
1648,1343,מכחול,MAKCHUL,1.0,839,7.0,13430001,,0.0
1649,1359,אל סייד,AL SAYYID,1.0,5875,12.0,13590001,,0.0
1650,1367,כחלה,KOCHLEA,2.0,429,46.0,13670001,,0.0
1651,1349,דריג'את,DERIG'AT,2.0,1243,58.0,13490001,,0.0
1652,360,"גבעת ניל""י",GIV'AT NILI,7.0,730,645.0,3600001,,0.0
1653,679,אביאל,AVI'EL,8.0,821,735.0,6790001,,0.0
1654,773,עמיקם,AMMIQAM,8.0,738,802.0,7730001,,0.0
1655,1366,נווה,NAVE,2.0,1265,37.0,13660001,18.1,18.1
1656,399,בארי,BE'ERI,3.0,1041,92.0,3990001,,0.0
1657,1363,בני נצרים,BNE NETSARIM,4.0,770,128.0,13630001,..,0.0
1658,413,צאלים,ZE'ELIM,5.0,470,139.0,4130001,,0.0
1659,1085,כרם שלום,KEREM SHALOM,5.0,183,146.0,10850001,,0.0
1660,695,מגן,MAGEN,5.0,531,210.0,6950001,,0.0
1661,713,רעים,RE'IM,5.0,408,225.0,7130001,,0.0
1662,1364,שלומית,SHLOMIT,5.0,365,226.0,13640001,,0.0
1663,1311,אבשלום,AVSHALOM,6.0,297,262.0,13110001,,0.0
1664,69,ניר עוז,NIR OZ,6.0,387,270.0,690001,,0.0
1665,676,עין השלושה,EN HASHELOSHA,6.0,283,277.0,6760001,..,0.0
1666,403,אורים,URIM,6.0,501,282.0,4030001,,0.0
1667,840,כיסופים,KISSUFIM,6.0,279,328.0,8400001,,0.0
1668,402,ניר יצחק,NIR YIZHAQ,6.0,630,360.0,4020001,,0.0
1669,352,גבולות,GEVULOT,7.0,357,392.0,3520001,,0.0
1670,1239,חולית,HOLIT,7.0,168,428.0,12390001,,0.0
1671,1241,דקל,DEQEL,7.0,350,472.0,12410001,,0.0
1672,1051,תלמי אליהו,TALME ELIYYAHU,7.0,302,474.0,10510001,,0.0
1673,602,נירים,NIRIM,7.0,359,505.0,6020001,,0.0
1674,1136,צוחר,ZOHAR,7.0,443,523.0,11360001,,0.0
1675,829,מבטחים,MIVTAHIM,7.0,438,567.0,8290001,,0.0
1676,1046,אוהד,OHAD,7.0,407,603.0,10460001,,0.0
1677,1231,פרי גן,PERI GAN,7.0,246,633.0,12310001,,0.0
1678,1238,סופה,SUFA,7.0,211,650.0,12380001,,0.0
1679,1227,יתד,YATED,8.0,507,681.0,12270001,,0.0
1680,1223,שדי אברהם,SEDE AVRAHAM,8.0,358,701.0,12230001,,0.0
1681,318,עמיעוז,AMMI'OZ,8.0,209,713.0,3180001,,0.0
1682,1237,תלמי יוסף,TALME YOSEF,8.0,329,768.0,12370001,,0.0
1683,1232,יבול,YEVUL,8.0,338,782.0,12320001,,0.0
1684,1240,עין הבשור,EN HABESOR,9.0,1145,825.0,12400001,,0.0
1685,916,ישע,YESHA,9.0,413,826.0,9160001,,0.0
1686,1058,שדה ניצן,SEDE NIZZAN,9.0,335,967.0,10580001,,0.0
1687,2006,כנות,KANNOT,1.0,438,18.0,20060001,..,0.0
1688,739,שדה עוזיהו,SEDE UZZIYYAHU,5.0,1571,191.0,7390001,,0.0
1689,2011,ינון,YINNON,6.0,1196,352.0,20110001,,0.0
1690,763,שתולים,SHETULIM,6.0,2116,357.0,7630001,,0.0
1691,817,עזריקם,AZRIQAM,6.0,1495,364.0,8170001,,0.0
1692,793,גבעתי,GIV'ATI,7.0,1047,386.0,7930001,,0.0
1693,756,בית עזרא,BET EZRA,7.0,1116,549.0,7560001,,0.0
1694,700,חצב,HAZAV,7.0,1486,568.0,7000001,,0.0
1695,727,תלמי יחיאל,TALME YEHI'EL,7.0,997,605.0,7270001,,0.0
1696,772,אמונים,EMUNIM,7.0,993,636.0,7720001,,0.0
1697,1149,עזר,EZER,8.0,817,687.0,11490001,..,0.0
1698,406,חצור-אשדוד,HAZOR-ASHDOD,8.0,639,734.0,4060001,..,0.0
1699,690,כפר אחים,KEFAR AHIM,8.0,876,750.0,6900001,,0.0
1700,320,כפר ורבורג,KEFAR WARBURG,8.0,1142,790.0,3200001,,0.0
1701,1157,אחווה,AHAWA,8.0,157,799.0,11570001,,0.0
1702,155,באר טוביה,BE'ER TOVIYYA,8.0,1289,816.0,1550001,,0.0
1703,2012,אורות,OROT,8.0,496,821.0,20120001,,0.0
1704,827,נווה מבטח,NEWE MIVTAH,9.0,677,839.0,8270001,,0.0
1705,819,אביגדור,AVIGEDOR,9.0,826,843.0,8190001,,0.0
1706,593,ערוגות,ARUGOT,9.0,1146,866.0,5930001,,0.0
1707,553,ניר בנים,NIR BANIM,9.0,725,883.0,5530001,,0.0
1708,234,ביצרון,BIZZARON,9.0,1257,901.0,2340001,,0.0
1709,163,תימורים,TIMMORIM,9.0,776,926.0,1630001,,0.0
1710,475,דחי,DAHI,3.0,702,65.0,4750001,,0.0
1711,512,כפר מצר,KAFAR MISR,3.0,2749,71.0,5120001,,0.0
1712,523,ניין,NEIN,3.0,1876,76.0,5230001,,0.0
1713,526,סולם,SULAM,3.0,2609,78.0,5260001,,0.0
1714,1265,שומרייה,SHOMERIYYA,3.0,825,88.0,12650001,..,0.0
1715,397,חצרים,HAZERIM,5.0,852,194.0,3970001,,0.0
1716,2060,ברוש,BEROSH,6.0,563,353.0,20600001,,0.0
1717,2061,תדהר,TIDHAR,7.0,652,481.0,20610001,,0.0
1718,396,נבטים,NEVATIM,7.0,995,585.0,3960001,,0.0
1719,2062,תאשור,TE'ASHUR,7.0,446,598.0,20620001,,0.0
1720,1198,כרמים,KERAMIM,7.0,488,630.0,11980001,,0.0
1721,2023,להב,LAHAV,8.0,567,767.0,20230001,,0.0
1722,394,שובל,SHOVAL,8.0,819,803.0,3940001,,0.0
1723,395,משמר הנגב,MISHMAR HANEGEV,8.0,1005,804.0,3950001,,0.0
1724,849,דבירה,DEVIRA,9.0,1007,845.0,8490001,,0.0
1725,1344,גבעות בר,GEVA'OT BAR,9.0,1230,888.0,13440001,,0.0
1726,598,בית קמה,BET QAMA,9.0,1404,908.0,5980001,,0.0
1727,144,גן שלמה,GAN SHELOMO,8.0,578,696.0,1440001,,0.0
1728,562,בית אלעזרי,BET EL'AZARI,8.0,1567,722.0,5620001,,0.0
1729,147,גבעת ברנר,GIV'AT BRENNER,8.0,2678,797.0,1470001,,0.0
1730,615,קדרון,QIDRON,9.0,1607,892.0,6150001,,0.0
1731,685,בניה,BENAYA,9.0,797,930.0,6850001,,0.0
1732,196,גיבתון,GIBBETON,9.0,369,937.0,1960001,..,0.0
1733,1072,גן הדרום,GAN HADAROM,8.0,636,770.0,10720001,,0.0
1734,857,כפר אביב,KEFAR AVIV,9.0,821,923.0,8570001,,0.0
1735,555,שדמה,SHEDEMA,9.0,593,952.0,5550001,,0.0
1736,765,משגב דב,MISGAV DOV,9.0,721,954.0,7650001,,0.0
1737,764,כפר מרדכי,KEFAR MORDEKHAY,9.0,644,963.0,7640001,,0.0
1738,731,מישר,MESHAR,10.0,795,979.0,7310001,,0.0
1739,591,עשרת,ASERET,10.0,1011,989.0,5910001,,0.0
1740,4006,קשת,QESHET,3.0,796,89.0,40060001,..,0.0
1741,4005,חספין,HASPIN,3.0,2054,100.0,40050001,5.1,5.1
1742,4017,אלוני הבשן,ALLONE HABASHAN,4.0,457,113.0,40170001,..,0.0
1743,4014,נטור,NATUR,5.0,712,143.0,40140001,..,0.0
1744,4007,יונתן,YONATAN,5.0,745,156.0,40070001,..,0.0
1745,4304,נוב,NOV,5.0,964,166.0,43040001,..,0.0
1746,4019,מיצר,MEZAR,5.0,298,181.0,40190001,,0.0
1747,4701,רמת מגשימים,RAMAT MAGSHIMIM,5.0,704,212.0,47010001,..,0.0
1748,4024,קלע,QELA,6.0,319,259.0,40240001,,0.0
1749,4011,אבני איתן,AVNE ETAN,6.0,725,275.0,40110001,,0.0
1750,4015,בני יהודה,BENE YEHUDA,6.0,1085,303.0,40150001,,0.0
